Date,Time,Home Team,Away Team,Home Score,Away Score,Home Odds,Away Odds
06 Nov 2023,19:00,Orlando Magic,Dallas Mavericks,102,117,-106,-110
06 Nov 2023,19:00,Indiana Pacers,San Antonio Spurs,152,111,-370,+301
06 Nov 2023,19:00,Detroit Pistons,Golden State Warriors,109,120,+309,-385
06 Nov 2023,19:30,New York Knicks,Los Angeles Clippers,111,97,-120,+102
06 Nov 2023,19:30,Miami Heat,Los Angeles Lakers,108,107,-123,+106
06 Nov 2023,19:30,Brooklyn Nets,Milwaukee Bucks,125,129,+166,-192
06 Nov 2023,20:00,Oklahoma City Thunder,Atlanta Hawks,126,117,-109,-106
06 Nov 2023,20:00,Minnesota Timberwolves,Boston Celtics,114,109,+137,-156
06 Nov 2023,20:00,Houston Rockets,Sacramento Kings,122,97,+110,-130
06 Nov 2023,20:00,Chicago Bulls,Utah Jazz,130,113,-175,+150
06 Nov 2023,21:00,Denver Nuggets,New Orleans Pelicans,134,116,-250,+210
08 Nov 2023,19:00,Philadelphia 76ers,Boston Celtics,106,103,+123,-141
08 Nov 2023,19:00,Indiana Pacers,Utah Jazz,134,118,-233,+195
08 Nov 2023,19:00,Charlotte Hornets,Washington Wizards,116,132,-132,+112
08 Nov 2023,19:30,New York Knicks,San Antonio Spurs,126,105,-385,+303
08 Nov 2023,19:30,Brooklyn Nets,Los Angeles Clippers,100,93,+177,-213
08 Nov 2023,20:00,Oklahoma City Thunder,Cleveland Cavaliers,128,120,+112,-130
08 Nov 2023,20:00,Minnesota Timberwolves,New Orleans Pelicans,122,101,-435,+332
08 Nov 2023,20:00,Milwaukee Bucks,Detroit Pistons,120,118,-667,+475
08 Nov 2023,20:00,Memphis Grizzlies,Miami Heat,102,108,+108,-125
08 Nov 2023,20:00,Houston Rockets,Los Angeles Lakers,128,94,+110,-128
08 Nov 2023,20:00,Chicago Bulls,Phoenix Suns,115,116,-105,-111
08 Nov 2023,20:30,Dallas Mavericks,Toronto Raptors,116,127,-172,+149
08 Nov 2023,22:00,Sacramento Kings,Portland Trail Blazers,121,118,-323,+263
08 Nov 2023,22:00,Denver Nuggets,Golden State Warriors,108,105,-189,+161
09 Nov 2023,19:00,Indiana Pacers,Milwaukee Bucks,126,124,-105,-112
09 Nov 2023,21:30,Orlando Magic,Atlanta Hawks,119,120,+137,-156
10 Nov 2023,19:00,Washington Wizards,Charlotte Hornets,117,124,-149,+129
10 Nov 2023,19:00,Detroit Pistons,Philadelphia 76ers,106,114,+287,-357
10 Nov 2023,19:30,Boston Celtics,Brooklyn Nets,121,107,-667,+463
10 Nov 2023,20:00,San Antonio Spurs,Minnesota Timberwolves,110,117,+234,-286
10 Nov 2023,20:00,Memphis Grizzlies,Utah Jazz,121,127,-196,+166
10 Nov 2023,20:00,Houston Rockets,New Orleans Pelicans,104,101,-145,+127
10 Nov 2023,20:30,Dallas Mavericks,Los Angeles Clippers,144,126,-118,+100
10 Nov 2023,22:00,Sacramento Kings,Oklahoma City Thunder,105,98,+104,-122
10 Nov 2023,22:00,Phoenix Suns,Los Angeles Lakers,119,122,-132,+114
11 Nov 2023,18:00,Orlando Magic,Milwaukee Bucks,112,97,+112,-130
11 Nov 2023,19:00,Boston Celtics,Toronto Raptors,117,94,-385,+305
11 Nov 2023,19:30,Atlanta Hawks,Miami Heat,109,117,-312,+247
11 Nov 2023,20:30,Golden State Warriors,Cleveland Cavaliers,110,118,-179,+152
12 Nov 2023,12:00,New York Knicks,Charlotte Hornets,129,107,-526,+392
12 Nov 2023,15:00,Brooklyn Nets,Washington Wizards,102,94,-278,+225
12 Nov 2023,15:30,Los Angeles Clippers,Memphis Grizzlies,101,105,-345,+279
12 Nov 2023,18:00,Philadelphia 76ers,Indiana Pacers,137,126,-263,+219
12 Nov 2023,19:00,San Antonio Spurs,Miami Heat,113,118,+108,-125
12 Nov 2023,19:00,New Orleans Pelicans,Dallas Mavericks,124,136,+139,-161
12 Nov 2023,19:00,Houston Rockets,Denver Nuggets,107,104,+166,-192
12 Nov 2023,19:00,Chicago Bulls,Detroit Pistons,119,108,-256,+209
12 Nov 2023,20:00,Phoenix Suns,Oklahoma City Thunder,99,111,-161,+140
12 Nov 2023,20:30,Golden State Warriors,Minnesota Timberwolves,110,116,-154,+135
12 Nov 2023,22:00,Los Angeles Lakers,Portland Trail Blazers,116,110,-370,+299
13 Nov 2023,19:30,Toronto Raptors,Washington Wizards,111,107,-357,+286
13 Nov 2023,19:30,Boston Celtics,New York Knicks,114,98,-435,+338
13 Nov 2023,20:00,Milwaukee Bucks,Chicago Bulls,118,109,-435,+337
13 Nov 2023,22:00,Sacramento Kings,Cleveland Cavaliers,132,120,-110,-106
14 Nov 2023,19:00,Philadelphia 76ers,Indiana Pacers,126,132,-227,+190
14 Nov 2023,19:00,Detroit Pistons,Atlanta Hawks,120,126,+159,-185
14 Nov 2023,19:00,Charlotte Hornets,Miami Heat,105,111,+202,-244
14 Nov 2023,19:30,Oklahoma City Thunder,San Antonio Spurs,123,87,-476,+368
14 Nov 2023,19:30,Brooklyn Nets,Orlando Magic,124,104,-143,+123
14 Nov 2023,20:00,New Orleans Pelicans,Dallas Mavericks,131,110,+137,-159
14 Nov 2023,21:00,Utah Jazz,Portland Trail Blazers,115,99,-263,+217
14 Nov 2023,22:00,Golden State Warriors,Minnesota Timberwolves,101,104,+133,-154
14 Nov 2023,22:00,Denver Nuggets,Los Angeles Clippers,111,108,-185,+159
14 Nov 2023,22:30,Los Angeles Lakers,Memphis Grizzlies,134,107,-250,+210
15 Nov 2023,19:00,Washington Wizards,Dallas Mavericks,117,130,+149,-175
15 Nov 2023,19:30,Toronto Raptors,Milwaukee Bucks,112,128,-101,-114
15 Nov 2023,19:30,Philadelphia 76ers,Boston Celtics,107,117,-104,-115
15 Nov 2023,19:30,Atlanta Hawks,New York Knicks,114,116,-116,+100
15 Nov 2023,20:00,Chicago Bulls,Orlando Magic,94,96,-132,+112
15 Nov 2023,21:00,Phoenix Suns,Minnesota Timberwolves,133,115,-172,+154
15 Nov 2023,22:00,Portland Trail Blazers,Cleveland Cavaliers,95,109,+348,-435
15 Nov 2023,22:00,Los Angeles Lakers,Sacramento Kings,110,125,-108,-108
16 Nov 2023,19:30,Miami Heat,Brooklyn Nets,122,115,-161,+142
16 Nov 2023,22:00,Golden State Warriors,Oklahoma City Thunder,109,128,+136,-156
17 Nov 2023,19:00,Washington Wizards,New York Knicks,99,120,+231,-278
17 Nov 2023,19:00,Charlotte Hornets,Milwaukee Bucks,99,130,+281,-345
17 Nov 2023,19:30,Toronto Raptors,Boston Celtics,105,108,+301,-385
17 Nov 2023,19:30,San Antonio Spurs,Sacramento Kings,120,129,+280,-345
17 Nov 2023,19:30,Cleveland Cavaliers,Detroit Pistons,108,100,-370,+297
17 Nov 2023,19:30,Atlanta Hawks,Philadelphia 76ers,116,126,+104,-120
17 Nov 2023,20:00,New Orleans Pelicans,Denver Nuggets,115,110,+161,-189
17 Nov 2023,20:00,Chicago Bulls,Orlando Magic,97,103,-164,+141
17 Nov 2023,22:00,Utah Jazz,Phoenix Suns,128,131,+170,-200
17 Nov 2023,22:00,Portland Trail Blazers,Los Angeles Lakers,95,107,+337,-435
17 Nov 2023,22:30,Los Angeles Clippers,Houston Rockets,106,100,-294,+243
18 Nov 2023,18:00,Charlotte Hornets,New York Knicks,108,122,+211,-256
18 Nov 2023,19:00,New Orleans Pelicans,Minnesota Timberwolves,120,121,+237,-294
18 Nov 2023,20:00,San Antonio Spurs,Memphis Grizzlies,108,120,+131,-149
18 Nov 2023,20:00,Milwaukee Bucks,Dallas Mavericks,132,125,-125,+108
18 Nov 2023,20:00,Chicago Bulls,Miami Heat,102,97,+108,-125
18 Nov 2023,20:30,Golden State Warriors,Oklahoma City Thunder,123,130,-132,+112
19 Nov 2023,15:00,Brooklyn Nets,Philadelphia 76ers,99,121,+142,-161
19 Nov 2023,16:00,Toronto Raptors,Detroit Pistons,142,113,-417,+330
19 Nov 2023,17:00,Indiana Pacers,Orlando Magic,116,128,-182,+158
19 Nov 2023,18:00,Cleveland Cavaliers,Denver Nuggets,121,109,+158,-185
19 Nov 2023,19:30,Dallas Mavericks,Sacramento Kings,113,129,-120,+104
19 Nov 2023,20:00,Utah Jazz,Phoenix Suns,137,140,+161,-189
19 Nov 2023,20:00,Memphis Grizzlies,Boston Celtics,100,102,+467,-667
19 Nov 2023,21:00,Portland Trail Blazers,Oklahoma City Thunder,91,134,+227,-278
19 Nov 2023,21:30,Los Angeles Lakers,Houston Rockets,105,104,-233,+194
20 Nov 2023,19:00,Washington Wizards,Milwaukee Bucks,129,142,+357,-455
20 Nov 2023,19:00,Detroit Pistons,Denver Nuggets,103,107,+344,-455
20 Nov 2023,19:00,Charlotte Hornets,Boston Celtics,121,118,+291,-357
20 Nov 2023,20:00,San Antonio Spurs,Los Angeles Clippers,99,124,+295,-370
20 Nov 2023,20:00,New Orleans Pelicans,Sacramento Kings,129,93,+104,-122
20 Nov 2023,20:00,Minnesota Timberwolves,New York Knicks,117,100,-137,+118
20 Nov 2023,20:00,Chicago Bulls,Miami Heat,100,118,+104,-122
20 Nov 2023,22:00,Golden State Warriors,Houston Rockets,121,116,-278,+234
21 Nov 2023,19:00,Orlando Magic,Toronto Raptors,126,107,-123,+106
21 Nov 2023,19:30,Philadelphia 76ers,Cleveland Cavaliers,119,122,-333,+266
21 Nov 2023,19:30,Atlanta Hawks,Indiana Pacers,152,157,-161,+140
21 Nov 2023,21:00,Phoenix Suns,Portland Trail Blazers,120,107,-769,+537
21 Nov 2023,22:00,Los Angeles Lakers,Utah Jazz,131,99,-303,+245
22 Nov 2023,19:00,Orlando Magic,Denver Nuggets,124,119,+134,-154
22 Nov 2023,19:00,Charlotte Hornets,Washington Wizards,117,114,-167,+143
22 Nov 2023,19:30,Indiana Pacers,Toronto Raptors,131,132,-141,+122
22 Nov 2023,19:30,Cleveland Cavaliers,Miami Heat,96,129,-119,+102
22 Nov 2023,19:30,Boston Celtics,Milwaukee Bucks,119,116,-238,+199
22 Nov 2023,19:30,Atlanta Hawks,Brooklyn Nets,147,145,-154,+134
22 Nov 2023,20:00,San Antonio Spurs,Los Angeles Clippers,102,109,+272,-333
22 Nov 2023,20:00,Oklahoma City Thunder,Chicago Bulls,116,102,-294,+241
22 Nov 2023,20:00,New Orleans Pelicans,Sacramento Kings,117,112,+100,-118
22 Nov 2023,20:00,Minnesota Timberwolves,Philadelphia 76ers,112,99,-270,+224
22 Nov 2023,20:00,Houston Rockets,Memphis Grizzlies,111,91,-200,+173
22 Nov 2023,22:00,Portland Trail Blazers,Utah Jazz,121,105,+140,-159
22 Nov 2023,22:00,Phoenix Suns,Golden State Warriors,123,115,-143,+124
22 Nov 2023,22:30,Los Angeles Lakers,Dallas Mavericks,101,104,-108,-109
24 Nov 2023,14:30,Orlando Magic,Boston Celtics,113,96,+179,-213
24 Nov 2023,17:00,Memphis Grizzlies,Phoenix Suns,89,110,+140,-164
24 Nov 2023,19:30,Toronto Raptors,Chicago Bulls,121,108,-196,+171
24 Nov 2023,19:30,New York Knicks,Miami Heat,100,98,-200,+172
24 Nov 2023,20:00,Minnesota Timberwolves,Sacramento Kings,111,124,-182,+159
24 Nov 2023,20:00,Milwaukee Bucks,Washington Wizards,131,128,-833,+600
24 Nov 2023,20:00,Indiana Pacers,Detroit Pistons,136,113,-400,+317
24 Nov 2023,20:00,Houston Rockets,Denver Nuggets,105,86,+125,-145
24 Nov 2023,22:00,Golden State Warriors,San Antonio Spurs,118,112,-455,+363
24 Nov 2023,22:30,Los Angeles Clippers,New Orleans Pelicans,106,116,-200,+175
25 Nov 2023,17:00,Oklahoma City Thunder,Philadelphia 76ers,123,127,-101,-115
25 Nov 2023,18:00,Brooklyn Nets,Miami Heat,112,97,-294,+236
25 Nov 2023,19:00,Washington Wizards,Atlanta Hawks,108,136,+274,-333
25 Nov 2023,19:30,Cleveland Cavaliers,Los Angeles Lakers,115,121,-175,+149
25 Nov 2023,21:30,Utah Jazz,New Orleans Pelicans,105,100,+127,-149
25 Nov 2023,22:30,Los Angeles Clippers,Dallas Mavericks,107,88,-122,+104
26 Nov 2023,15:30,Milwaukee Bucks,Portland Trail Blazers,108,102,-769,+569
26 Nov 2023,18:00,Orlando Magic,Charlotte Hornets,130,117,-263,+210
26 Nov 2023,18:00,New York Knicks,Phoenix Suns,113,116,-200,+175
26 Nov 2023,18:00,Memphis Grizzlies,Minnesota Timberwolves,97,119,+206,-250
26 Nov 2023,18:00,Boston Celtics,Atlanta Hawks,113,103,-294,+243
26 Nov 2023,19:30,Cleveland Cavaliers,Toronto Raptors,105,102,-149,+131
26 Nov 2023,19:30,Brooklyn Nets,Chicago Bulls,118,109,-147,+127
26 Nov 2023,20:00,Denver Nuggets,San Antonio Spurs,132,120,-526,+405
27 Nov 2023,19:00,Philadelphia 76ers,Los Angeles Lakers,138,94,-217,+181
27 Nov 2023,19:00,Indiana Pacers,Portland Trail Blazers,110,114,-667,+484
27 Nov 2023,19:00,Detroit Pistons,Washington Wizards,107,126,-133,+116
27 Nov 2023,21:00,Utah Jazz,New Orleans Pelicans,114,112,+202,-244
27 Nov 2023,22:30,Los Angeles Clippers,Denver Nuggets,104,113,-526,+399
28 Nov 2023,19:30,New York Knicks,Charlotte Hornets,115,91,-625,+455
28 Nov 2023,19:30,Miami Heat,Milwaukee Bucks,124,131,+163,-192
28 Nov 2023,19:30,Cleveland Cavaliers,Atlanta Hawks,128,105,-179,+156
28 Nov 2023,19:30,Brooklyn Nets,Toronto Raptors,115,103,-123,+106
28 Nov 2023,19:30,Boston Celtics,Chicago Bulls,124,97,-714,+527
28 Nov 2023,20:00,Minnesota Timberwolves,Oklahoma City Thunder,106,103,-149,+129
28 Nov 2023,20:30,Dallas Mavericks,Houston Rockets,121,115,-172,+149
28 Nov 2023,22:00,Sacramento Kings,Golden State Warriors,124,123,-127,+110
29 Nov 2023,19:00,Orlando Magic,Washington Wizards,139,120,-455,+343
29 Nov 2023,19:00,Detroit Pistons,Los Angeles Lakers,107,133,+254,-312
29 Nov 2023,19:30,Toronto Raptors,Phoenix Suns,112,105,+136,-154
29 Nov 2023,20:00,New Orleans Pelicans,Philadelphia 76ers,124,114,-137,+118
29 Nov 2023,20:00,Memphis Grizzlies,Utah Jazz,105,91,-161,+140
29 Nov 2023,21:00,Denver Nuggets,Houston Rockets,134,124,-455,+355
29 Nov 2023,22:00,Sacramento Kings,Los Angeles Clippers,117,131,+106,-123
30 Nov 2023,19:00,Cleveland Cavaliers,Portland Trail Blazers,95,103,-625,+465
30 Nov 2023,19:30,New York Knicks,Detroit Pistons,118,112,-909,+636
30 Nov 2023,19:30,Miami Heat,Indiana Pacers,142,132,-164,+142
30 Nov 2023,19:30,Brooklyn Nets,Charlotte Hornets,128,129,-370,+308
30 Nov 2023,20:00,San Antonio Spurs,Atlanta Hawks,135,137,+206,-250
30 Nov 2023,20:00,Oklahoma City Thunder,Los Angeles Lakers,133,110,-196,+167
30 Nov 2023,20:00,Minnesota Timberwolves,Utah Jazz,101,90,-625,+469
30 Nov 2023,20:00,Chicago Bulls,Milwaukee Bucks,120,113,+376,-500
30 Nov 2023,22:00,Golden State Warriors,Los Angeles Clippers,120,114,-127,+108
01 Dec 2023,19:00,Orlando Magic,Washington Wizards,130,125,-476,+369
01 Dec 2023,19:30,Toronto Raptors,New York Knicks,106,119,-125,+108
01 Dec 2023,19:30,Dallas Mavericks,Memphis Grizzlies,94,108,-233,+196
01 Dec 2023,19:30,Boston Celtics,Philadelphia 76ers,125,119,-667,+469
01 Dec 2023,20:00,New Orleans Pelicans,San Antonio Spurs,121,106,-714,+526
01 Dec 2023,22:00,Phoenix Suns,Denver Nuggets,111,119,-103,-114
02 Dec 2023,16:00,Los Angeles Clippers,Golden State Warriors,113,112,-208,+174
02 Dec 2023,17:00,Charlotte Hornets,Minnesota Timberwolves,117,123,+173,-204
02 Dec 2023,19:00,Detroit Pistons,Cleveland Cavaliers,101,110,+317,-400
02 Dec 2023,19:00,Brooklyn Nets,Orlando Magic,129,101,-137,+118
02 Dec 2023,20:00,Milwaukee Bucks,Atlanta Hawks,132,121,-250,+211
02 Dec 2023,20:00,Miami Heat,Indiana Pacers,129,144,-189,+160
02 Dec 2023,20:00,Chicago Bulls,New Orleans Pelicans,124,118,+104,-120
02 Dec 2023,21:00,Phoenix Suns,Memphis Grizzlies,116,109,-435,+342
02 Dec 2023,21:00,Dallas Mavericks,Oklahoma City Thunder,120,126,+165,-192
02 Dec 2023,21:30,Utah Jazz,Portland Trail Blazers,118,113,-119,+102
02 Dec 2023,22:00,Sacramento Kings,Denver Nuggets,123,117,-159,+138
02 Dec 2023,22:30,Los Angeles Lakers,Houston Rockets,107,97,-200,+171
06 Dec 2023,19:00,Washington Wizards,Philadelphia 76ers,126,131,+372,-476
06 Dec 2023,19:00,Detroit Pistons,Memphis Grizzlies,102,116,+110,-127
06 Dec 2023,19:00,Cleveland Cavaliers,Orlando Magic,121,111,-175,+154
06 Dec 2023,19:30,Toronto Raptors,Miami Heat,103,112,-172,+146
06 Dec 2023,19:30,Minnesota Timberwolves,San Antonio Spurs,102,94,-625,+463
06 Dec 2023,19:30,Atlanta Hawks,Brooklyn Nets,113,114,-159,+138
06 Dec 2023,20:00,Houston Rockets,Oklahoma City Thunder,110,101,+108,-125
06 Dec 2023,20:00,Chicago Bulls,Charlotte Hornets,111,100,-196,+168
06 Dec 2023,20:30,Dallas Mavericks,Utah Jazz,147,97,-625,+454
06 Dec 2023,22:00,Los Angeles Clippers,Denver Nuggets,111,102,-110,-105
06 Dec 2023,22:00,Golden State Warriors,Portland Trail Blazers,110,106,-714,+527
08 Dec 2023,19:00,Philadelphia 76ers,Atlanta Hawks,125,114,-385,+311
08 Dec 2023,19:00,Orlando Magic,Detroit Pistons,123,91,-526,+391
08 Dec 2023,19:00,Charlotte Hornets,Toronto Raptors,119,116,+177,-204
08 Dec 2023,19:30,Brooklyn Nets,Washington Wizards,124,97,-417,+328
08 Dec 2023,19:30,Boston Celtics,New York Knicks,133,123,-312,+252
08 Dec 2023,20:00,Oklahoma City Thunder,Golden State Warriors,138,136,-152,+131
08 Dec 2023,20:00,Miami Heat,Cleveland Cavaliers,99,111,+102,-120
08 Dec 2023,20:00,Memphis Grizzlies,Minnesota Timberwolves,103,127,+181,-217
08 Dec 2023,20:30,San Antonio Spurs,Chicago Bulls,112,121,+112,-130
08 Dec 2023,21:00,Phoenix Suns,Sacramento Kings,106,114,+129,-147
08 Dec 2023,21:00,Denver Nuggets,Houston Rockets,106,114,-385,+309
08 Dec 2023,22:00,Utah Jazz,Los Angeles Clippers,103,117,+267,-323
08 Dec 2023,22:00,Portland Trail Blazers,Dallas Mavericks,112,125,+363,-476
11 Dec 2023,19:00,Philadelphia 76ers,Washington Wizards,146,101,-833,+574
11 Dec 2023,19:00,Orlando Magic,Cleveland Cavaliers,104,94,-135,+117
11 Dec 2023,19:00,Detroit Pistons,Indiana Pacers,123,131,+231,-278
11 Dec 2023,19:00,Charlotte Hornets,Miami Heat,114,116,+150,-175
11 Dec 2023,19:30,New York Knicks,Toronto Raptors,136,130,-167,+144
11 Dec 2023,19:30,Atlanta Hawks,Denver Nuggets,122,129,+131,-154
11 Dec 2023,20:00,Oklahoma City Thunder,Utah Jazz,134,120,-833,+568
11 Dec 2023,20:00,New Orleans Pelicans,Minnesota Timberwolves,121,107,-164,+141
11 Dec 2023,20:00,Milwaukee Bucks,Chicago Bulls,133,129,-625,+448
11 Dec 2023,20:00,Memphis Grizzlies,Dallas Mavericks,113,120,-101,-116
11 Dec 2023,20:00,Houston Rockets,San Antonio Spurs,93,82,-385,+305
11 Dec 2023,22:00,Sacramento Kings,Brooklyn Nets,131,118,-189,+160
11 Dec 2023,22:30,Los Angeles Clippers,Portland Trail Blazers,132,127,-1000,+651
12 Dec 2023,19:30,Dallas Mavericks,Los Angeles Lakers,127,125,+127,-145
