Date,Time,Home Team,Away Team,Home Score,Away Score,Home Odds,Away Odds
06 Nov 2019,22:00,Los Angeles Clippers,Milwaukee Bucks,124,129,+210,-256
07 Nov 2019,20:00,Charlotte Hornets,Boston Celtics,87,108,+246,-303
07 Nov 2019,20:30,San Antonio Spurs,Oklahoma City Thunder,121,112,-196,+166
07 Nov 2019,21:00,Phoenix Suns,Miami Heat,108,124,-127,+106
07 Nov 2019,22:30,Los Angeles Clippers,Portland Trail Blazers,107,101,-233,+191
08 Nov 2019,19:00,Washington Wizards,Cleveland Cavaliers,100,113,-200,+168
08 Nov 2019,19:00,Orlando Magic,Memphis Grizzlies,118,86,-323,+259
08 Nov 2019,19:00,Indiana Pacers,Detroit Pistons,112,106,-250,+206
08 Nov 2019,19:30,Atlanta Hawks,Sacramento Kings,109,121,+127,-149
08 Nov 2019,20:00,New Orleans Pelicans,Toronto Raptors,104,122,+110,-132
08 Nov 2019,20:00,Minnesota Timberwolves,Golden State Warriors,125,119,-769,+519
08 Nov 2019,20:30,Dallas Mavericks,New York Knicks,102,106,-667,+463
08 Nov 2019,21:00,Utah Jazz,Milwaukee Bucks,103,100,+112,-133
08 Nov 2019,21:00,Denver Nuggets,Philadelphia 76ers,100,97,-213,+177
08 Nov 2019,22:00,Portland Trail Blazers,Brooklyn Nets,115,119,-156,+134
08 Nov 2019,22:30,Los Angeles Lakers,Miami Heat,95,80,-370,+295
09 Nov 2019,17:00,San Antonio Spurs,Boston Celtics,115,135,-132,+110
09 Nov 2019,19:00,Charlotte Hornets,New Orleans Pelicans,110,115,+108,-130
09 Nov 2019,20:00,Memphis Grizzlies,Dallas Mavericks,122,138,+189,-227
09 Nov 2019,20:00,Oklahoma City Thunder,Golden State Warriors,114,108,-833,+550
09 Nov 2019,20:00,Chicago Bulls,Houston Rockets,94,117,+231,-286
10 Nov 2019,15:30,Minnesota Timberwolves,Denver Nuggets,98,100,+149,-172
10 Nov 2019,18:00,Philadelphia 76ers,Charlotte Hornets,114,106,-1250,+791
10 Nov 2019,18:00,Orlando Magic,Indiana Pacers,102,109,-204,+172
10 Nov 2019,19:00,Oklahoma City Thunder,Milwaukee Bucks,119,121,+326,-417
10 Nov 2019,19:30,New York Knicks,Cleveland Cavaliers,87,108,-132,+112
10 Nov 2019,20:00,Phoenix Suns,Brooklyn Nets,138,112,-145,+122
10 Nov 2019,21:00,Portland Trail Blazers,Atlanta Hawks,124,113,-435,+338
10 Nov 2019,21:30,Los Angeles Lakers,Toronto Raptors,104,113,-556,+428
11 Nov 2019,19:00,Detroit Pistons,Minnesota Timberwolves,114,120,-172,+148
11 Nov 2019,19:30,San Antonio Spurs,Memphis Grizzlies,109,113,-625,+458
11 Nov 2019,19:30,Boston Celtics,Dallas Mavericks,116,106,-149,+127
11 Nov 2019,20:00,New Orleans Pelicans,Houston Rockets,116,122,+258,-323
11 Nov 2019,22:30,Los Angeles Clippers,Toronto Raptors,98,88,-476,+363
11 Nov 2019,22:30,Golden State Warriors,Utah Jazz,108,122,+282,-357
12 Nov 2019,19:00,Philadelphia 76ers,Cleveland Cavaliers,98,97,-667,+472
12 Nov 2019,19:00,Indiana Pacers,Oklahoma City Thunder,111,85,-118,-101
12 Nov 2019,19:30,Miami Heat,Detroit Pistons,117,108,-400,+320
12 Nov 2019,20:00,Chicago Bulls,New York Knicks,120,102,-270,+223
12 Nov 2019,21:00,Utah Jazz,Brooklyn Nets,119,114,-278,+229
12 Nov 2019,21:00,Phoenix Suns,Los Angeles Lakers,115,123,+144,-169
12 Nov 2019,21:00,Denver Nuggets,Atlanta Hawks,121,125,-625,+451
12 Nov 2019,22:00,Sacramento Kings,Portland Trail Blazers,107,99,+102,-122
13 Nov 2019,19:00,Orlando Magic,Philadelphia 76ers,112,97,-137,+116
13 Nov 2019,19:00,Charlotte Hornets,Memphis Grizzlies,117,119,-137,+117
13 Nov 2019,19:30,Houston Rockets,Los Angeles Clippers,102,93,-139,+117
13 Nov 2019,19:30,Boston Celtics,Washington Wizards,140,133,-303,+249
13 Nov 2019,20:00,Minnesota Timberwolves,San Antonio Spurs,129,114,-122,+102
13 Nov 2019,22:00,Portland Trail Blazers,Toronto Raptors,106,114,-149,+127
13 Nov 2019,22:00,Los Angeles Lakers,Golden State Warriors,120,94,-400,+313
14 Nov 2019,18:00,Cleveland Cavaliers,Miami Heat,97,108,+165,-196
14 Nov 2019,20:00,New York Knicks,Dallas Mavericks,106,103,+264,-333
14 Nov 2019,20:00,New Orleans Pelicans,Los Angeles Clippers,132,127,+148,-172
14 Nov 2019,20:00,Milwaukee Bucks,Chicago Bulls,124,115,-833,+552
14 Nov 2019,21:00,Phoenix Suns,Atlanta Hawks,128,112,-357,+279
14 Nov 2019,22:30,Denver Nuggets,Brooklyn Nets,101,93,-345,+278
15 Nov 2019,19:00,Orlando Magic,San Antonio Spurs,111,109,-143,+121
15 Nov 2019,19:00,Charlotte Hornets,Detroit Pistons,109,106,+140,-164
15 Nov 2019,20:00,Oklahoma City Thunder,Philadelphia 76ers,127,119,+138,-161
15 Nov 2019,20:00,Minnesota Timberwolves,Washington Wizards,116,137,-227,+188
15 Nov 2019,20:00,Memphis Grizzlies,Utah Jazz,107,106,+266,-333
15 Nov 2019,20:00,Houston Rockets,Indiana Pacers,111,102,-250,+206
15 Nov 2019,22:30,Los Angeles Lakers,Sacramento Kings,99,97,-588,+438
15 Nov 2019,22:30,Golden State Warriors,Boston Celtics,100,105,+233,-286
16 Nov 2019,18:00,Chicago Bulls,Brooklyn Nets,111,117,-175,+149
16 Nov 2019,19:00,Indiana Pacers,Milwaukee Bucks,83,102,+278,-345
16 Nov 2019,19:30,New York Knicks,Charlotte Hornets,102,103,-172,+147
16 Nov 2019,20:00,Minnesota Timberwolves,Houston Rockets,105,125,-139,+117
16 Nov 2019,20:00,Miami Heat,New Orleans Pelicans,109,94,-345,+274
16 Nov 2019,20:30,San Antonio Spurs,Portland Trail Blazers,116,121,-122,+104
16 Nov 2019,20:30,Dallas Mavericks,Toronto Raptors,110,102,-185,+156
16 Nov 2019,22:30,Los Angeles Clippers,Atlanta Hawks,150,101,-476,+365
17 Nov 2019,15:00,Cleveland Cavaliers,Philadelphia 76ers,95,114,+231,-286
17 Nov 2019,15:30,Sacramento Kings,Boston Celtics,100,99,+125,-147
17 Nov 2019,18:00,Orlando Magic,Washington Wizards,125,121,-238,+199
17 Nov 2019,18:00,Memphis Grizzlies,Denver Nuggets,114,131,+212,-256
17 Nov 2019,19:00,New Orleans Pelicans,Golden State Warriors,108,100,-169,+141
17 Nov 2019,21:30,Los Angeles Lakers,Atlanta Hawks,122,101,-1429,+825
18 Nov 2019,19:00,New York Knicks,Cleveland Cavaliers,123,105,-227,+186
18 Nov 2019,19:30,Toronto Raptors,Charlotte Hornets,132,96,-385,+301
18 Nov 2019,19:30,Brooklyn Nets,Indiana Pacers,86,115,-137,+116
18 Nov 2019,20:00,Houston Rockets,Portland Trail Blazers,132,108,-333,+266
18 Nov 2019,20:00,Chicago Bulls,Milwaukee Bucks,101,115,+290,-370
18 Nov 2019,20:30,Dallas Mavericks,San Antonio Spurs,117,110,-196,+165
18 Nov 2019,21:00,Utah Jazz,Minnesota Timberwolves,102,112,-455,+351
18 Nov 2019,21:00,Phoenix Suns,Boston Celtics,85,99,-139,+117
18 Nov 2019,22:30,Los Angeles Clippers,Oklahoma City Thunder,90,88,-345,+277
19 Nov 2019,20:00,New Orleans Pelicans,Portland Trail Blazers,115,104,-161,+137
19 Nov 2019,20:00,Memphis Grizzlies,Golden State Warriors,95,114,-256,+210
19 Nov 2019,22:00,Sacramento Kings,Phoenix Suns,120,116,-145,+122
19 Nov 2019,22:30,Los Angeles Lakers,Oklahoma City Thunder,112,107,-667,+478
20 Nov 2019,19:00,Washington Wizards,San Antonio Spurs,138,132,+110,-130
20 Nov 2019,19:00,Philadelphia 76ers,New York Knicks,109,104,-909,+616
20 Nov 2019,19:30,Toronto Raptors,Orlando Magic,113,97,-152,+129
20 Nov 2019,19:30,Miami Heat,Cleveland Cavaliers,124,100,-500,+376
20 Nov 2019,19:30,Dallas Mavericks,Golden State Warriors,142,94,-1250,+774
20 Nov 2019,19:30,Brooklyn Nets,Charlotte Hornets,101,91,-185,+158
20 Nov 2019,19:30,Atlanta Hawks,Milwaukee Bucks,127,135,+497,-714
20 Nov 2019,20:00,Minnesota Timberwolves,Utah Jazz,95,103,+129,-152
20 Nov 2019,20:00,Chicago Bulls,Detroit Pistons,109,89,-108,-110
20 Nov 2019,21:00,Denver Nuggets,Houston Rockets,105,95,-119,+100
20 Nov 2019,22:00,Los Angeles Clippers,Boston Celtics,107,104,-312,+250
21 Nov 2019,20:00,Milwaukee Bucks,Portland Trail Blazers,137,129,-1111,+681
21 Nov 2019,22:30,Phoenix Suns,New Orleans Pelicans,121,124,-152,+129
22 Nov 2019,19:00,Washington Wizards,Charlotte Hornets,125,118,-233,+190
22 Nov 2019,19:00,Detroit Pistons,Atlanta Hawks,128,103,-263,+216
22 Nov 2019,19:30,Brooklyn Nets,Sacramento Kings,116,97,-132,+112
22 Nov 2019,20:00,Philadelphia 76ers,San Antonio Spurs,115,104,-294,+240
22 Nov 2019,20:00,Oklahoma City Thunder,Los Angeles Lakers,127,130,+169,-200
22 Nov 2019,20:00,Chicago Bulls,Miami Heat,108,116,+156,-185
22 Nov 2019,20:30,Dallas Mavericks,Cleveland Cavaliers,143,101,-556,+415
22 Nov 2019,21:00,Utah Jazz,Golden State Warriors,113,109,-2000,+1061
22 Nov 2019,21:00,Denver Nuggets,Boston Celtics,96,92,-213,+177
22 Nov 2019,22:30,Los Angeles Clippers,Houston Rockets,122,119,-217,+179
23 Nov 2019,17:00,Minnesota Timberwolves,Phoenix Suns,98,100,-182,+156
23 Nov 2019,19:00,Indiana Pacers,Orlando Magic,111,106,-270,+220
23 Nov 2019,19:00,Charlotte Hornets,Chicago Bulls,115,116,+106,-127
23 Nov 2019,19:30,New York Knicks,San Antonio Spurs,104,111,+124,-145
23 Nov 2019,19:30,Atlanta Hawks,Toronto Raptors,116,119,+244,-303
29 Nov 2019,20:00,Indiana Pacers,Atlanta Hawks,105,104,-667,+486
29 Nov 2019,20:30,San Antonio Spurs,Los Angeles Clippers,107,97,+186,-222
29 Nov 2019,21:00,Phoenix Suns,Dallas Mavericks,113,120,+112,-133
29 Nov 2019,22:00,Portland Trail Blazers,Chicago Bulls,107,103,-294,+239
29 Nov 2019,22:30,Los Angeles Lakers,Washington Wizards,125,103,-833,+551
30 Nov 2019,17:00,Sacramento Kings,Denver Nuggets,100,97,+147,-172
30 Nov 2019,19:00,Philadelphia 76ers,Indiana Pacers,119,116,-263,+217
30 Nov 2019,20:00,Milwaukee Bucks,Charlotte Hornets,137,96,-1250,+771
30 Nov 2019,20:00,Houston Rockets,Atlanta Hawks,158,111,-1429,+811
01 Dec 2019,15:00,Brooklyn Nets,Miami Heat,106,109,+156,-185
01 Dec 2019,15:30,New York Knicks,Boston Celtics,104,113,+263,-323
01 Dec 2019,15:30,Minnesota Timberwolves,Memphis Grizzlies,107,115,-833,+578
01 Dec 2019,16:00,Los Angeles Lakers,Dallas Mavericks,100,114,-270,+222
01 Dec 2019,17:00,New Orleans Pelicans,Oklahoma City Thunder,104,107,-143,+121
01 Dec 2019,17:00,Detroit Pistons,San Antonio Spurs,132,98,-143,+121
01 Dec 2019,18:00,Toronto Raptors,Utah Jazz,130,110,-132,+110
01 Dec 2019,18:00,Orlando Magic,Golden State Warriors,100,96,-357,+283
01 Dec 2019,22:30,Los Angeles Clippers,Washington Wizards,150,125,-909,+613
02 Dec 2019,19:00,Philadelphia 76ers,Utah Jazz,103,94,-213,+177
02 Dec 2019,19:00,Charlotte Hornets,Phoenix Suns,104,109,+140,-164
02 Dec 2019,19:30,Atlanta Hawks,Golden State Warriors,104,79,-263,+218
02 Dec 2019,20:00,Milwaukee Bucks,New York Knicks,132,88,-2500,+1205
02 Dec 2019,20:00,Memphis Grizzlies,Indiana Pacers,104,117,+392,-526
02 Dec 2019,22:00,Sacramento Kings,Chicago Bulls,106,113,-189,+162
03 Dec 2019,19:00,Washington Wizards,Orlando Magic,120,127,-110,-109
03 Dec 2019,19:00,Cleveland Cavaliers,Detroit Pistons,94,127,+135,-156
03 Dec 2019,19:30,Toronto Raptors,Miami Heat,110,121,-222,+184
03 Dec 2019,19:30,New Orleans Pelicans,Dallas Mavericks,97,118,+165,-196
03 Dec 2019,20:30,San Antonio Spurs,Houston Rockets,135,133,+244,-303
03 Dec 2019,21:00,Denver Nuggets,Los Angeles Lakers,96,105,-137,+116
03 Dec 2019,22:00,Los Angeles Clippers,Portland Trail Blazers,117,97,-455,+357
04 Dec 2019,19:00,Orlando Magic,Phoenix Suns,128,114,+104,-125
04 Dec 2019,19:00,Detroit Pistons,Milwaukee Bucks,103,127,+350,-455
04 Dec 2019,19:00,Charlotte Hornets,Golden State Warriors,106,91,-139,+117
04 Dec 2019,19:30,Boston Celtics,Miami Heat,112,93,-222,+185
04 Dec 2019,19:30,Atlanta Hawks,Brooklyn Nets,118,130,+127,-149
04 Dec 2019,20:00,Oklahoma City Thunder,Indiana Pacers,100,107,-101,-118
04 Dec 2019,20:00,Chicago Bulls,Memphis Grizzlies,106,99,-294,+236
04 Dec 2019,20:30,Dallas Mavericks,Minnesota Timberwolves,121,114,-217,+181
04 Dec 2019,21:00,Utah Jazz,Los Angeles Lakers,96,121,-130,+110
04 Dec 2019,22:00,Portland Trail Blazers,Sacramento Kings,127,116,-213,+179
05 Dec 2019,19:00,Washington Wizards,Philadelphia 76ers,119,113,+281,-357
05 Dec 2019,19:30,Toronto Raptors,Houston Rockets,109,119,-130,+108
05 Dec 2019,19:30,New York Knicks,Denver Nuggets,92,129,+309,-385
05 Dec 2019,20:00,New Orleans Pelicans,Phoenix Suns,132,139,-182,+154
06 Dec 2019,19:00,Detroit Pistons,Indiana Pacers,108,101,+100,-118
06 Dec 2019,19:00,Cleveland Cavaliers,Orlando Magic,87,93,+170,-204
06 Dec 2019,19:00,Charlotte Hornets,Brooklyn Nets,104,111,+131,-152
06 Dec 2019,20:00,Oklahoma City Thunder,Minnesota Timberwolves,139,127,-164,+141
06 Dec 2019,20:00,Miami Heat,Washington Wizards,112,103,-526,+390
06 Dec 2019,20:00,Chicago Bulls,Golden State Warriors,98,100,-200,+168
06 Dec 2019,20:00,Boston Celtics,Denver Nuggets,108,95,-167,+142
06 Dec 2019,20:30,San Antonio Spurs,Sacramento Kings,105,104,-175,+150
06 Dec 2019,20:30,Milwaukee Bucks,Los Angeles Clippers,119,91,-189,+160
06 Dec 2019,22:30,Portland Trail Blazers,Los Angeles Lakers,113,136,+161,-189
07 Dec 2019,14:00,Dallas Mavericks,New Orleans Pelicans,130,84,-455,+359
07 Dec 2019,19:30,Philadelphia 76ers,Cleveland Cavaliers,141,94,-714,+496
07 Dec 2019,19:30,New York Knicks,Indiana Pacers,103,104,+187,-222
07 Dec 2019,20:00,Houston Rockets,Phoenix Suns,115,109,-769,+533
07 Dec 2019,22:00,Utah Jazz,Memphis Grizzlies,126,112,-769,+539
08 Dec 2019,15:00,Brooklyn Nets,Denver Nuggets,105,102,+158,-185
08 Dec 2019,17:00,Charlotte Hornets,Atlanta Hawks,107,122,-125,+106
08 Dec 2019,18:00,Washington Wizards,Los Angeles Clippers,119,135,+355,-455
08 Dec 2019,18:00,Philadelphia 76ers,Toronto Raptors,110,104,-147,+125
08 Dec 2019,18:00,Miami Heat,Chicago Bulls,110,105,-294,+238
08 Dec 2019,19:00,Dallas Mavericks,Sacramento Kings,106,110,-417,+326
08 Dec 2019,21:00,Portland Trail Blazers,Oklahoma City Thunder,96,108,-167,+143
08 Dec 2019,21:30,Los Angeles Lakers,Minnesota Timberwolves,142,125,-588,+442
09 Dec 2019,19:00,Indiana Pacers,Los Angeles Clippers,99,110,-147,+127
09 Dec 2019,19:30,Boston Celtics,Cleveland Cavaliers,110,88,-1250,+768
09 Dec 2019,20:00,New Orleans Pelicans,Detroit Pistons,103,105,-109,-110
09 Dec 2019,20:00,Milwaukee Bucks,Orlando Magic,110,101,-1000,+659
09 Dec 2019,20:00,Houston Rockets,Sacramento Kings,118,119,-833,+585
09 Dec 2019,20:00,Chicago Bulls,Toronto Raptors,92,93,+208,-250
09 Dec 2019,21:00,Utah Jazz,Oklahoma City Thunder,90,104,-400,+309
09 Dec 2019,21:00,Phoenix Suns,Minnesota Timberwolves,125,109,-159,+136
09 Dec 2019,22:30,Golden State Warriors,Memphis Grizzlies,102,110,-152,+129
10 Dec 2019,19:00,Charlotte Hornets,Washington Wizards,114,107,+104,-125
10 Dec 2019,20:00,Philadelphia 76ers,Denver Nuggets,97,92,-222,+184
10 Dec 2019,20:00,Miami Heat,Atlanta Hawks,135,121,-385,+304
10 Dec 2019,22:00,Portland Trail Blazers,New York Knicks,115,87,-476,+359
11 Dec 2019,19:00,Toronto Raptors,Los Angeles Clippers,92,112,+127,-149
11 Dec 2019,19:00,Orlando Magic,Los Angeles Lakers,87,96,+338,-435
11 Dec 2019,19:00,Indiana Pacers,Boston Celtics,122,117,-123,+104
11 Dec 2019,19:00,Cleveland Cavaliers,Houston Rockets,110,116,+537,-769
11 Dec 2019,19:30,Brooklyn Nets,Charlotte Hornets,108,113,-556,+421
11 Dec 2019,20:00,Minnesota Timberwolves,Utah Jazz,116,127,-112,-106
11 Dec 2019,20:00,Chicago Bulls,Atlanta Hawks,136,102,-270,+221
11 Dec 2019,21:00,Phoenix Suns,Memphis Grizzlies,108,115,-303,+243
11 Dec 2019,21:30,Milwaukee Bucks,New Orleans Pelicans,127,112,-500,+383
11 Dec 2019,22:00,Sacramento Kings,Oklahoma City Thunder,94,93,-130,+110
11 Dec 2019,22:30,Golden State Warriors,New York Knicks,122,124,-204,+173
12 Dec 2019,20:00,Boston Celtics,Philadelphia 76ers,109,115,-114,-105
12 Dec 2019,20:30,San Antonio Spurs,Cleveland Cavaliers,109,117,-833,+550
12 Dec 2019,21:00,Detroit Pistons,Dallas Mavericks,111,122,+229,-278
12 Dec 2019,22:30,Denver Nuggets,Portland Trail Blazers,114,99,-333,+264
13 Dec 2019,19:00,Philadelphia 76ers,New Orleans Pelicans,116,109,-312,+250
13 Dec 2019,19:00,Orlando Magic,Houston Rockets,107,130,+227,-278
13 Dec 2019,19:00,Miami Heat,Los Angeles Lakers,110,113,+195,-238
