Date,Time,Home Team,Away Team,Home Score,Away Score,Home Odds,Away Odds
13 Dec 2019,19:30,Atlanta Hawks,Indiana Pacers,100,110,+200,-244
13 Dec 2019,20:00,Memphis Grizzlies,Milwaukee Bucks,114,127,+604,-909
13 Dec 2019,20:00,Chicago Bulls,Charlotte Hornets,73,83,-303,+249
13 Dec 2019,21:00,Utah Jazz,Golden State Warriors,114,106,-1250,+776
13 Dec 2019,21:30,Minnesota Timberwolves,Los Angeles Clippers,117,124,+167,-196
13 Dec 2019,22:00,Sacramento Kings,New York Knicks,101,103,-417,+324
14 Dec 2019,17:00,Phoenix Suns,San Antonio Spurs,119,121,+108,-128
14 Dec 2019,19:30,Toronto Raptors,Brooklyn Nets,110,102,-312,+252
14 Dec 2019,20:00,Memphis Grizzlies,Washington Wizards,128,111,-120,+102
14 Dec 2019,20:00,Chicago Bulls,Los Angeles Clippers,109,106,+135,-159
14 Dec 2019,20:30,Milwaukee Bucks,Cleveland Cavaliers,125,108,-1429,+825
14 Dec 2019,20:30,Dallas Mavericks,Miami Heat,118,122,-435,+343
14 Dec 2019,21:00,Houston Rockets,Detroit Pistons,107,115,-345,+275
14 Dec 2019,21:00,Denver Nuggets,Oklahoma City Thunder,110,102,-244,+202
15 Dec 2019,15:30,New Orleans Pelicans,Orlando Magic,119,130,-110,-109
15 Dec 2019,17:00,Indiana Pacers,Charlotte Hornets,107,85,-833,+545
15 Dec 2019,18:00,Brooklyn Nets,Philadelphia 76ers,109,89,+145,-169
15 Dec 2019,18:00,Atlanta Hawks,Los Angeles Lakers,96,101,+581,-833
15 Dec 2019,20:00,Denver Nuggets,New York Knicks,111,105,-588,+434
15 Dec 2019,20:30,Golden State Warriors,Sacramento Kings,79,100,+164,-192
16 Dec 2019,19:00,Detroit Pistons,Washington Wizards,119,133,-139,+117
16 Dec 2019,19:30,Toronto Raptors,Cleveland Cavaliers,133,113,-909,+623
16 Dec 2019,20:00,Oklahoma City Thunder,Chicago Bulls,109,106,-222,+181
16 Dec 2019,20:00,Milwaukee Bucks,Dallas Mavericks,116,120,-667,+488
16 Dec 2019,20:00,Memphis Grizzlies,Miami Heat,118,111,+129,-152
16 Dec 2019,20:00,Houston Rockets,San Antonio Spurs,109,107,-588,+445
16 Dec 2019,21:00,Phoenix Suns,Portland Trail Blazers,110,111,+117,-137
17 Dec 2019,19:00,Indiana Pacers,Los Angeles Lakers,105,102,+100,-118
17 Dec 2019,19:00,Charlotte Hornets,Sacramento Kings,110,102,+177,-213
17 Dec 2019,19:30,New York Knicks,Atlanta Hawks,143,120,-132,+112
17 Dec 2019,20:00,New Orleans Pelicans,Brooklyn Nets,101,108,+108,-128
17 Dec 2019,21:00,Utah Jazz,Orlando Magic,109,102,-270,+221
17 Dec 2019,22:30,Los Angeles Clippers,Phoenix Suns,120,99,-1429,+818
18 Dec 2019,19:00,Washington Wizards,Chicago Bulls,109,110,-112,-105
18 Dec 2019,19:00,Philadelphia 76ers,Miami Heat,104,108,-370,+293
18 Dec 2019,19:00,Detroit Pistons,Toronto Raptors,99,112,+112,-133
18 Dec 2019,19:00,Cleveland Cavaliers,Charlotte Hornets,100,98,-147,+125
18 Dec 2019,20:00,Oklahoma City Thunder,Memphis Grizzlies,126,122,-270,+219
18 Dec 2019,20:00,Minnesota Timberwolves,New Orleans Pelicans,99,107,-156,+131
18 Dec 2019,21:00,Denver Nuggets,Orlando Magic,113,104,-455,+348
18 Dec 2019,21:30,Dallas Mavericks,Boston Celtics,103,109,+102,-122
18 Dec 2019,22:00,Portland Trail Blazers,Golden State Warriors,122,112,-476,+361
19 Dec 2019,19:30,Atlanta Hawks,Utah Jazz,106,111,+225,-278
19 Dec 2019,20:00,Milwaukee Bucks,Los Angeles Lakers,111,104,-161,+138
19 Dec 2019,20:30,San Antonio Spurs,Brooklyn Nets,118,105,-182,+156
19 Dec 2019,22:30,Los Angeles Clippers,Houston Rockets,117,122,-213,+177
20 Dec 2019,19:00,Indiana Pacers,Sacramento Kings,119,105,-213,+177
20 Dec 2019,19:00,Cleveland Cavaliers,Memphis Grizzlies,114,107,+121,-143
20 Dec 2019,19:30,Toronto Raptors,Washington Wizards,122,118,-278,+225
20 Dec 2019,19:30,Boston Celtics,Detroit Pistons,114,93,-455,+353
20 Dec 2019,20:00,Philadelphia 76ers,Dallas Mavericks,98,117,-417,+323
20 Dec 2019,20:00,Oklahoma City Thunder,Phoenix Suns,126,108,-152,+127
20 Dec 2019,20:00,Miami Heat,New York Knicks,129,114,-435,+345
20 Dec 2019,21:00,Denver Nuggets,Minnesota Timberwolves,109,100,-667,+474
20 Dec 2019,22:00,Portland Trail Blazers,Orlando Magic,118,103,-159,+136
20 Dec 2019,22:30,Golden State Warriors,New Orleans Pelicans,106,102,+110,-130
21 Dec 2019,17:00,Charlotte Hornets,Utah Jazz,107,114,+231,-286
21 Dec 2019,18:00,Brooklyn Nets,Atlanta Hawks,122,112,-323,+258
21 Dec 2019,19:00,Philadelphia 76ers,Washington Wizards,125,108,-1000,+666
21 Dec 2019,19:00,Detroit Pistons,Chicago Bulls,107,119,+106,-125
21 Dec 2019,19:30,New York Knicks,Milwaukee Bucks,102,123,+632,-1000
21 Dec 2019,20:00,Memphis Grizzlies,Sacramento Kings,119,115,+110,-132
21 Dec 2019,20:30,San Antonio Spurs,Los Angeles Clippers,109,134,+247,-303
21 Dec 2019,21:00,Phoenix Suns,Houston Rockets,125,139,+345,-435
21 Dec 2019,22:00,Portland Trail Blazers,Minnesota Timberwolves,113,106,-286,+233
22 Dec 2019,15:30,Toronto Raptors,Dallas Mavericks,110,107,-120,+100
22 Dec 2019,18:00,Boston Celtics,Charlotte Hornets,119,93,-909,+623
22 Dec 2019,19:00,Oklahoma City Thunder,Los Angeles Clippers,118,112,-111,-106
22 Dec 2019,19:00,Milwaukee Bucks,Indiana Pacers,117,89,-370,+292
22 Dec 2019,21:30,Los Angeles Lakers,Denver Nuggets,104,128,-135,+114
23 Dec 2019,19:00,Orlando Magic,Chicago Bulls,103,95,-204,+172
23 Dec 2019,19:00,New York Knicks,Washington Wizards,115,121,-161,+137
23 Dec 2019,19:00,Indiana Pacers,Toronto Raptors,120,115,-222,+187
23 Dec 2019,19:00,Detroit Pistons,Philadelphia 76ers,109,125,+227,-278
23 Dec 2019,19:00,Cleveland Cavaliers,Atlanta Hawks,121,118,+104,-123
23 Dec 2019,19:30,Miami Heat,Utah Jazz,107,104,-179,+154
23 Dec 2019,20:00,Memphis Grizzlies,San Antonio Spurs,115,145,-102,-115
23 Dec 2019,21:00,Phoenix Suns,Denver Nuggets,111,113,+118,-139
23 Dec 2019,22:00,Sacramento Kings,Houston Rockets,104,113,+204,-244
23 Dec 2019,22:00,Portland Trail Blazers,New Orleans Pelicans,94,102,-238,+199
23 Dec 2019,22:30,Golden State Warriors,Minnesota Timberwolves,113,104,-112,-106
25 Dec 2019,12:00,Toronto Raptors,Boston Celtics,102,118,+152,-179
25 Dec 2019,14:30,Philadelphia 76ers,Milwaukee Bucks,121,109,+129,-152
25 Dec 2019,17:00,Golden State Warriors,Houston Rockets,116,104,+535,-769
25 Dec 2019,20:00,Los Angeles Lakers,Los Angeles Clippers,106,111,-132,+112
25 Dec 2019,22:30,Denver Nuggets,New Orleans Pelicans,100,112,-455,+351
26 Dec 2019,19:00,Detroit Pistons,Washington Wizards,132,102,-270,+221
26 Dec 2019,19:30,Brooklyn Nets,New York Knicks,82,94,-323,+257
26 Dec 2019,20:00,Oklahoma City Thunder,Memphis Grizzlies,97,110,-244,+202
26 Dec 2019,20:00,Dallas Mavericks,San Antonio Spurs,102,98,-385,+303
26 Dec 2019,22:00,Sacramento Kings,Minnesota Timberwolves,104,105,-303,+247
26 Dec 2019,22:30,Utah Jazz,Portland Trail Blazers,121,115,-222,+184
27 Dec 2019,16:00,Boston Celtics,Cleveland Cavaliers,129,117,-1667,+923
27 Dec 2019,19:00,Orlando Magic,Philadelphia 76ers,98,97,+146,-172
27 Dec 2019,19:00,Charlotte Hornets,Oklahoma City Thunder,102,104,-112,-105
27 Dec 2019,19:30,Atlanta Hawks,Milwaukee Bucks,86,112,+236,-294
27 Dec 2019,20:00,Miami Heat,Indiana Pacers,113,112,-213,+177
27 Dec 2019,22:30,Golden State Warriors,Phoenix Suns,105,96,+141,-167
28 Dec 2019,17:00,Denver Nuggets,Memphis Grizzlies,119,110,-455,+349
28 Dec 2019,19:00,New Orleans Pelicans,Indiana Pacers,120,98,-125,+104
28 Dec 2019,19:00,Boston Celtics,Toronto Raptors,97,113,-303,+246
28 Dec 2019,20:00,Washington Wizards,New York Knicks,100,107,+137,-161
28 Dec 2019,20:00,Minnesota Timberwolves,Cleveland Cavaliers,88,94,-263,+217
28 Dec 2019,20:00,Miami Heat,Philadelphia 76ers,117,116,-116,-102
28 Dec 2019,20:00,Houston Rockets,Brooklyn Nets,108,98,-476,+361
28 Dec 2019,20:00,Chicago Bulls,Atlanta Hawks,116,81,-526,+392
28 Dec 2019,20:30,San Antonio Spurs,Detroit Pistons,136,109,-204,+171
28 Dec 2019,20:30,Milwaukee Bucks,Orlando Magic,111,100,-263,+218
28 Dec 2019,20:30,Golden State Warriors,Dallas Mavericks,121,141,+442,-588
28 Dec 2019,21:00,Sacramento Kings,Phoenix Suns,110,112,-143,+121
28 Dec 2019,22:00,Portland Trail Blazers,Los Angeles Lakers,120,128,+190,-227
28 Dec 2019,22:30,Los Angeles Clippers,Utah Jazz,107,120,-333,+267
29 Dec 2019,18:00,Toronto Raptors,Oklahoma City Thunder,97,98,-200,+167
29 Dec 2019,20:00,New Orleans Pelicans,Houston Rockets,127,112,-213,+175
29 Dec 2019,20:00,Memphis Grizzlies,Charlotte Hornets,117,104,-147,+124
29 Dec 2019,20:00,Denver Nuggets,Sacramento Kings,120,115,-345,+273
29 Dec 2019,21:30,Los Angeles Lakers,Dallas Mavericks,108,95,-208,+174
30 Dec 2019,19:00,Washington Wizards,Miami Heat,123,105,+508,-714
30 Dec 2019,19:00,Orlando Magic,Atlanta Hawks,93,101,-667,+476
30 Dec 2019,20:00,Minnesota Timberwolves,Brooklyn Nets,122,115,+158,-185
30 Dec 2019,20:00,Chicago Bulls,Milwaukee Bucks,102,123,+348,-455
30 Dec 2019,21:00,Utah Jazz,Detroit Pistons,104,81,-500,+384
30 Dec 2019,22:00,Portland Trail Blazers,Phoenix Suns,116,122,-169,+145
31 Dec 2019,15:00,Indiana Pacers,Philadelphia 76ers,115,97,-156,+134
31 Dec 2019,15:00,Charlotte Hornets,Boston Celtics,92,109,+274,-345
31 Dec 2019,17:00,Sacramento Kings,Los Angeles Clippers,87,105,+231,-286
31 Dec 2019,19:00,Toronto Raptors,Cleveland Cavaliers,117,97,-385,+305
31 Dec 2019,19:00,San Antonio Spurs,Golden State Warriors,117,113,-714,+501
31 Dec 2019,19:00,Houston Rockets,Denver Nuggets,130,104,-256,+211
31 Dec 2019,20:00,Oklahoma City Thunder,Dallas Mavericks,106,101,+141,-167
01 Jan 2020,18:00,Washington Wizards,Orlando Magic,101,122,+129,-152
01 Jan 2020,19:30,New York Knicks,Portland Trail Blazers,117,93,+152,-179
01 Jan 2020,20:00,Milwaukee Bucks,Minnesota Timberwolves,106,104,-5000,+1562
01 Jan 2020,22:30,Los Angeles Lakers,Phoenix Suns,117,107,-714,+503
02 Jan 2020,19:00,Indiana Pacers,Denver Nuggets,116,124,-104,-114
02 Jan 2020,19:00,Cleveland Cavaliers,Charlotte Hornets,106,109,-130,+110
02 Jan 2020,19:30,Miami Heat,Toronto Raptors,84,76,-213,+175
02 Jan 2020,20:00,Minnesota Timberwolves,Golden State Warriors,99,84,-147,+124
02 Jan 2020,20:00,Chicago Bulls,Utah Jazz,98,102,+133,-154
02 Jan 2020,20:30,San Antonio Spurs,Oklahoma City Thunder,103,109,-143,+120
02 Jan 2020,20:30,Dallas Mavericks,Brooklyn Nets,123,111,-385,+299
02 Jan 2020,22:00,Sacramento Kings,Memphis Grizzlies,128,123,-196,+165
02 Jan 2020,22:30,Los Angeles Clippers,Detroit Pistons,126,112,-1000,+648
03 Jan 2020,19:00,Washington Wizards,Portland Trail Blazers,103,122,+254,-312
03 Jan 2020,19:00,Orlando Magic,Miami Heat,105,85,-114,-104
03 Jan 2020,19:00,Boston Celtics,Atlanta Hawks,109,106,-667,+473
03 Jan 2020,20:00,Houston Rockets,Philadelphia 76ers,118,108,-189,+161
03 Jan 2020,21:00,Phoenix Suns,New York Knicks,120,112,-286,+235
03 Jan 2020,22:30,Los Angeles Lakers,New Orleans Pelicans,123,113,-588,+430
04 Jan 2020,15:30,Los Angeles Clippers,Memphis Grizzlies,114,140,-588,+432
04 Jan 2020,18:00,Brooklyn Nets,Toronto Raptors,102,121,-127,+108
04 Jan 2020,19:00,Orlando Magic,Utah Jazz,96,109,+140,-164
04 Jan 2020,19:30,Cleveland Cavaliers,Oklahoma City Thunder,106,121,+214,-263
04 Jan 2020,19:30,Atlanta Hawks,Indiana Pacers,116,111,+248,-303
04 Jan 2020,20:00,Washington Wizards,Denver Nuggets,128,114,+662,-1000
04 Jan 2020,20:00,Chicago Bulls,Boston Celtics,104,111,-111,-106
07 Jan 2020,19:30,Brooklyn Nets,Oklahoma City Thunder,103,111,-108,-110
07 Jan 2020,20:00,Memphis Grizzlies,Minnesota Timberwolves,119,112,-182,+154
07 Jan 2020,21:00,Phoenix Suns,Sacramento Kings,103,114,-263,+217
07 Jan 2020,22:30,Los Angeles Lakers,New York Knicks,117,87,-1429,+807
08 Jan 2020,19:00,Orlando Magic,Washington Wizards,123,89,-526,+394
08 Jan 2020,19:00,Indiana Pacers,Miami Heat,108,122,-114,-104
08 Jan 2020,19:00,Charlotte Hornets,Toronto Raptors,110,112,+118,-139
08 Jan 2020,19:00,Boston Celtics,San Antonio Spurs,114,129,-294,+241
08 Jan 2020,19:30,Dallas Mavericks,Denver Nuggets,106,107,-182,+156
08 Jan 2020,19:30,Atlanta Hawks,Houston Rockets,115,122,+271,-333
08 Jan 2020,20:00,New Orleans Pelicans,Chicago Bulls,123,108,-161,+139
08 Jan 2020,21:00,Utah Jazz,New York Knicks,128,104,-1429,+794
08 Jan 2020,22:00,Golden State Warriors,Milwaukee Bucks,98,107,+758,-1250
09 Jan 2020,19:00,Philadelphia 76ers,Boston Celtics,109,98,-110,-109
09 Jan 2020,19:00,Detroit Pistons,Cleveland Cavaliers,112,115,-303,+246
09 Jan 2020,20:00,Minnesota Timberwolves,Portland Trail Blazers,116,102,-105,-112
09 Jan 2020,21:30,Oklahoma City Thunder,Houston Rockets,113,92,+145,-169
10 Jan 2020,19:00,Washington Wizards,Atlanta Hawks,111,101,+100,-119
10 Jan 2020,19:15,New York Knicks,New Orleans Pelicans,111,123,+162,-192
10 Jan 2020,19:30,Brooklyn Nets,Miami Heat,117,113,+152,-179
10 Jan 2020,20:00,Memphis Grizzlies,San Antonio Spurs,134,121,-109,-110
10 Jan 2020,20:00,Chicago Bulls,Indiana Pacers,105,116,-114,-104
10 Jan 2020,21:00,Utah Jazz,Charlotte Hornets,109,92,-909,+603
10 Jan 2020,21:00,Phoenix Suns,Orlando Magic,98,94,-182,+154
10 Jan 2020,21:45,Dallas Mavericks,Los Angeles Lakers,114,129,-132,+112
10 Jan 2020,22:00,Sacramento Kings,Milwaukee Bucks,106,127,+374,-500
10 Jan 2020,22:30,Los Angeles Clippers,Golden State Warriors,109,100,-1429,+855
11 Jan 2020,17:00,Houston Rockets,Minnesota Timberwolves,139,109,-526,+401
11 Jan 2020,19:00,Detroit Pistons,Chicago Bulls,99,108,-164,+141
11 Jan 2020,19:00,Boston Celtics,New Orleans Pelicans,140,105,-769,+538
11 Jan 2020,20:00,Oklahoma City Thunder,Los Angeles Lakers,110,125,-435,+334
11 Jan 2020,20:30,Dallas Mavericks,Philadelphia 76ers,109,91,-141,+120
11 Jan 2020,21:00,Denver Nuggets,Cleveland Cavaliers,103,111,-1000,+642
11 Jan 2020,22:00,Portland Trail Blazers,Milwaukee Bucks,101,122,+268,-333
12 Jan 2020,15:30,Washington Wizards,Utah Jazz,116,127,+200,-244
12 Jan 2020,15:30,New York Knicks,Miami Heat,124,121,+267,-333
12 Jan 2020,18:00,Toronto Raptors,San Antonio Spurs,104,105,-200,+167
12 Jan 2020,18:00,Memphis Grizzlies,Golden State Warriors,122,102,-263,+219
12 Jan 2020,18:00,Brooklyn Nets,Atlanta Hawks,108,86,-435,+342
12 Jan 2020,20:00,Phoenix Suns,Charlotte Hornets,100,92,-385,+305
12 Jan 2020,20:00,Denver Nuggets,Los Angeles Clippers,114,104,-109,-110
13 Jan 2020,19:00,Indiana Pacers,Philadelphia 76ers,101,95,-161,+137
13 Jan 2020,19:00,Detroit Pistons,New Orleans Pelicans,110,117,-196,+165
13 Jan 2020,19:30,Boston Celtics,Chicago Bulls,113,101,-526,+388
13 Jan 2020,20:00,Minnesota Timberwolves,Oklahoma City Thunder,104,117,+108,-128
13 Jan 2020,22:00,Sacramento Kings,Orlando Magic,112,114,-111,-106
13 Jan 2020,22:00,Portland Trail Blazers,Charlotte Hornets,115,112,-455,+348
13 Jan 2020,22:30,Los Angeles Lakers,Cleveland Cavaliers,128,99,-1250,+768
14 Jan 2020,19:30,Brooklyn Nets,Utah Jazz,107,118,+125,-149
14 Jan 2020,19:30,Atlanta Hawks,Phoenix Suns,123,110,+108,-132
14 Jan 2020,20:00,Milwaukee Bucks,New York Knicks,128,102,-2000,+1081
14 Jan 2020,20:00,Memphis Grizzlies,Houston Rockets,121,110,+154,-182
14 Jan 2020,22:30,Los Angeles Clippers,Cleveland Cavaliers,128,103,-2000,+1062
14 Jan 2020,22:30,Golden State Warriors,Dallas Mavericks,97,124,+287,-357
15 Jan 2020,19:00,Philadelphia 76ers,Brooklyn Nets,117,106,-263,+216
15 Jan 2020,19:00,Boston Celtics,Detroit Pistons,103,116,-500,+380
15 Jan 2020,19:30,Miami Heat,San Antonio Spurs,106,100,-217,+181
15 Jan 2020,20:00,Oklahoma City Thunder,Toronto Raptors,121,130,-114,-105
15 Jan 2020,20:00,Minnesota Timberwolves,Indiana Pacers,99,104,+149,-175
15 Jan 2020,20:00,Chicago Bulls,Washington Wizards,115,106,-185,+160
15 Jan 2020,21:00,Denver Nuggets,Charlotte Hornets,100,86,-769,+522
15 Jan 2020,21:30,Houston Rockets,Portland Trail Blazers,107,117,-400,+312
15 Jan 2020,22:00,Sacramento Kings,Dallas Mavericks,123,127,+147,-169
15 Jan 2020,22:30,Los Angeles Lakers,Orlando Magic,118,119,-588,+430
16 Jan 2020,19:30,New York Knicks,Phoenix Suns,98,121,+110,-132
16 Jan 2020,20:00,New Orleans Pelicans,Utah Jazz,138,132,+189,-227
16 Jan 2020,20:00,Milwaukee Bucks,Boston Celtics,128,123,-714,+496
16 Jan 2020,22:30,Los Angeles Clippers,Orlando Magic,122,95,-556,+415
16 Jan 2020,22:30,Golden State Warriors,Denver Nuggets,131,134,+136,-159
17 Jan 2020,19:00,Toronto Raptors,Washington Wizards,140,111,-588,+442
17 Jan 2020,19:00,Philadelphia 76ers,Chicago Bulls,100,89,-345,+271
17 Jan 2020,19:00,Indiana Pacers,Minnesota Timberwolves,116,114,-278,+231
17 Jan 2020,20:00,Oklahoma City Thunder,Miami Heat,108,115,-104,-114
17 Jan 2020,20:00,Memphis Grizzlies,Cleveland Cavaliers,113,109,-455,+359
17 Jan 2020,20:30,San Antonio Spurs,Atlanta Hawks,120,121,-385,+305
17 Jan 2020,21:30,Dallas Mavericks,Portland Trail Blazers,120,112,-345,+275
18 Jan 2020,15:30,New Orleans Pelicans,Los Angeles Clippers,130,133,+195,-238
18 Jan 2020,18:00,Brooklyn Nets,Milwaukee Bucks,97,117,+438,-588
18 Jan 2020,19:00,Boston Celtics,Phoenix Suns,119,123,-182,+154
18 Jan 2020,19:30,Atlanta Hawks,Detroit Pistons,103,136,+100,-120
18 Jan 2020,19:30,New York Knicks,Philadelphia 76ers,87,90,+152,-179
18 Jan 2020,20:00,Minnesota Timberwolves,Toronto Raptors,112,122,+154,-182
18 Jan 2020,20:00,Chicago Bulls,Cleveland Cavaliers,118,116,-312,+250
18 Jan 2020,20:30,Houston Rockets,Los Angeles Lakers,115,124,-154,+131
18 Jan 2020,20:30,Golden State Warriors,Orlando Magic,109,95,+199,-244
18 Jan 2020,21:00,Utah Jazz,Sacramento Kings,123,101,-455,+350
18 Jan 2020,21:00,Oklahoma City Thunder,Portland Trail Blazers,119,106,-278,+225
19 Jan 2020,15:00,San Antonio Spurs,Miami Heat,107,102,+102,-122
19 Jan 2020,20:00,Denver Nuggets,Indiana Pacers,107,115,-104,-114
20 Jan 2020,14:00,Washington Wizards,Detroit Pistons,106,100,-109,-109
20 Jan 2020,14:30,Atlanta Hawks,Toronto Raptors,117,122,+343,-435
20 Jan 2020,15:00,Brooklyn Nets,Philadelphia 76ers,111,117,+122,-143
20 Jan 2020,17:00,Milwaukee Bucks,Chicago Bulls,111,98,-2000,+1030
20 Jan 2020,17:00,Miami Heat,Sacramento Kings,118,113,-164,+139
20 Jan 2020,17:00,Memphis Grizzlies,New Orleans Pelicans,116,126,-154,+131
20 Jan 2020,17:00,Houston Rockets,Oklahoma City Thunder,107,112,-333,+265
20 Jan 2020,17:00,Cleveland Cavaliers,New York Knicks,86,106,+102,-120
20 Jan 2020,17:00,Charlotte Hornets,Orlando Magic,83,106,+140,-164
20 Jan 2020,19:30,Boston Celtics,Los Angeles Lakers,139,107,+125,-147
20 Jan 2020,20:00,Minnesota Timberwolves,Denver Nuggets,100,107,-164,+141
20 Jan 2020,21:00,Utah Jazz,Indiana Pacers,118,88,-333,+263
20 Jan 2020,21:00,Phoenix Suns,San Antonio Spurs,118,120,-192,+162
20 Jan 2020,22:00,Portland Trail Blazers,Golden State Warriors,129,124,-323,+261
21 Jan 2020,20:30,Dallas Mavericks,Los Angeles Clippers,107,110,-141,+120
22 Jan 2020,19:00,Toronto Raptors,Philadelphia 76ers,107,95,-263,+213
22 Jan 2020,19:00,Orlando Magic,Oklahoma City Thunder,114,120,-141,+119
22 Jan 2020,19:00,Detroit Pistons,Sacramento Kings,127,106,+106,-127
22 Jan 2020,19:30,New York Knicks,Los Angeles Lakers,92,100,+529,-769
22 Jan 2020,19:30,Miami Heat,Washington Wizards,134,129,-588,+436
22 Jan 2020,19:30,Boston Celtics,Memphis Grizzlies,119,95,-303,+243
22 Jan 2020,19:30,Atlanta Hawks,Los Angeles Clippers,102,95,+164,-192
22 Jan 2020,20:00,Houston Rockets,Denver Nuggets,121,105,-556,+426
22 Jan 2020,20:00,Chicago Bulls,Minnesota Timberwolves,117,110,-115,-103
22 Jan 2020,21:00,Phoenix Suns,Indiana Pacers,87,112,-101,-118
22 Jan 2020,21:30,New Orleans Pelicans,San Antonio Spurs,117,121,-156,+133
22 Jan 2020,22:00,Golden State Warriors,Utah Jazz,96,129,+349,-455
23 Jan 2020,19:00,Cleveland Cavaliers,Washington Wizards,112,124,-139,+116
23 Jan 2020,20:00,Brooklyn Nets,Los Angeles Lakers,113,128,+185,-222
23 Jan 2020,22:30,Portland Trail Blazers,Dallas Mavericks,125,133,+191,-233
24 Jan 2020,15:00,Charlotte Hornets,Milwaukee Bucks,103,116,+742,-1250
24 Jan 2020,19:00,Orlando Magic,Boston Celtics,98,109,-139,+117
24 Jan 2020,19:00,Detroit Pistons,Memphis Grizzlies,112,125,+104,-125
24 Jan 2020,19:30,New York Knicks,Toronto Raptors,112,118,+334,-435
24 Jan 2020,20:00,Oklahoma City Thunder,Atlanta Hawks,140,111,-385,+300
24 Jan 2020,20:00,New Orleans Pelicans,Denver Nuggets,106,113,-169,+145
24 Jan 2020,20:00,Minnesota Timberwolves,Houston Rockets,124,131,+200,-244
24 Jan 2020,20:00,Miami Heat,Los Angeles Clippers,117,122,+114,-133
24 Jan 2020,20:00,Chicago Bulls,Sacramento Kings,81,98,-125,+106
24 Jan 2020,20:30,San Antonio Spurs,Phoenix Suns,99,103,-204,+170
24 Jan 2020,22:30,Golden State Warriors,Indiana Pacers,118,129,+221,-270
25 Jan 2020,17:00,Utah Jazz,Dallas Mavericks,112,107,-204,+172
25 Jan 2020,19:00,Detroit Pistons,Brooklyn Nets,111,121,+120,-141
25 Jan 2020,20:00,Minnesota Timberwolves,Oklahoma City Thunder,104,113,-132,+110
25 Jan 2020,20:00,Cleveland Cavaliers,Chicago Bulls,106,118,-110,-108
25 Jan 2020,20:30,Philadelphia 76ers,Los Angeles Lakers,108,91,+170,-200
26 Jan 2020,15:30,Denver Nuggets,Houston Rockets,117,110,-137,+116
26 Jan 2020,16:00,San Antonio Spurs,Toronto Raptors,106,110,+135,-159
26 Jan 2020,18:00,Orlando Magic,Los Angeles Clippers,97,112,+135,-159
26 Jan 2020,18:00,New York Knicks,Brooklyn Nets,110,97,-130,+110
26 Jan 2020,18:00,New Orleans Pelicans,Boston Celtics,123,108,-118,+100
26 Jan 2020,18:00,Memphis Grizzlies,Phoenix Suns,114,109,-133,+112
26 Jan 2020,18:00,Atlanta Hawks,Washington Wizards,152,133,-115,-103
26 Jan 2020,21:00,Portland Trail Blazers,Indiana Pacers,139,129,-149,+127
27 Jan 2020,19:00,Detroit Pistons,Cleveland Cavaliers,100,115,-286,+231
27 Jan 2020,19:30,Miami Heat,Orlando Magic,113,92,-286,+231
27 Jan 2020,20:00,Oklahoma City Thunder,Dallas Mavericks,97,107,+181,-217
27 Jan 2020,20:00,Minnesota Timberwolves,Sacramento Kings,129,133,-149,+127
27 Jan 2020,20:00,Chicago Bulls,San Antonio Spurs,110,109,-119,+100
27 Jan 2020,21:00,Utah Jazz,Houston Rockets,117,126,-1250,+801
28 Jan 2020,19:00,Philadelphia 76ers,Golden State Warriors,115,104,-1111,+705
28 Jan 2020,19:00,Charlotte Hornets,New York Knicks,97,92,-111,-106
28 Jan 2020,19:30,Toronto Raptors,Atlanta Hawks,130,114,-1111,+679
28 Jan 2020,19:30,Cleveland Cavaliers,New Orleans Pelicans,111,125,+311,-400
28 Jan 2020,20:00,Milwaukee Bucks,Washington Wizards,151,131,-833,+559
28 Jan 2020,20:00,Miami Heat,Boston Celtics,101,109,-127,+108
28 Jan 2020,20:00,Memphis Grizzlies,Denver Nuggets,104,96,-112,-106
28 Jan 2020,20:30,Dallas Mavericks,Phoenix Suns,104,133,-294,+240
29 Jan 2020,19:00,Indiana Pacers,Chicago Bulls,115,106,-435,+338
29 Jan 2020,19:30,New York Knicks,Memphis Grizzlies,106,127,+114,-135
29 Jan 2020,19:30,Brooklyn Nets,Detroit Pistons,125,115,-238,+199
29 Jan 2020,20:30,San Antonio Spurs,Utah Jazz,127,120,+195,-233
29 Jan 2020,22:00,Sacramento Kings,Oklahoma City Thunder,100,120,+112,-132
29 Jan 2020,22:00,Portland Trail Blazers,Houston Rockets,125,112,+187,-227
30 Jan 2020,19:00,Washington Wizards,Charlotte Hornets,121,107,-164,+140
30 Jan 2020,19:00,Cleveland Cavaliers,Toronto Raptors,109,115,+413,-556
30 Jan 2020,19:30,Atlanta Hawks,Philadelphia 76ers,127,117,+217,-263
30 Jan 2020,20:00,Boston Celtics,Golden State Warriors,119,104,-1111,+677
30 Jan 2020,22:30,Los Angeles Clippers,Sacramento Kings,103,124,-1429,+811
30 Jan 2020,22:30,Denver Nuggets,Utah Jazz,106,100,+124,-145
31 Jan 2020,19:00,Detroit Pistons,Toronto Raptors,92,105,+150,-175
31 Jan 2020,19:30,Houston Rockets,Dallas Mavericks,128,121,-345,+274
31 Jan 2020,19:30,Brooklyn Nets,Chicago Bulls,133,118,-227,+187
31 Jan 2020,20:00,New Orleans Pelicans,Memphis Grizzlies,139,111,-333,+263
