Date,Time,Home Team,Away Team,Home Score,Away Score,Home Odds,Away Odds
22 Mar 2021,20:30,San Antonio Spurs,Charlotte Hornets,97,100,-204,+172
22 Mar 2021,21:00,Milwaukee Bucks,Indiana Pacers,140,113,-270,+222
22 Mar 2021,21:00,Memphis Grizzlies,Boston Celtics,132,126,-185,+160
22 Mar 2021,21:00,Houston Rockets,Toronto Raptors,117,99,+301,-385
22 Mar 2021,21:00,Chicago Bulls,Utah Jazz,95,120,+370,-476
22 Mar 2021,22:00,Los Angeles Clippers,Atlanta Hawks,119,110,-238,+198
23 Mar 2021,19:00,Orlando Magic,Denver Nuggets,99,110,+260,-323
23 Mar 2021,19:30,New York Knicks,Washington Wizards,131,113,-147,+125
23 Mar 2021,19:30,New Orleans Pelicans,Los Angeles Lakers,128,111,-227,+190
23 Mar 2021,20:00,Miami Heat,Phoenix Suns,100,110,+108,-127
23 Mar 2021,22:00,Portland Trail Blazers,Brooklyn Nets,112,116,-137,+118
23 Mar 2021,22:00,Golden State Warriors,Philadelphia 76ers,98,108,+150,-175
24 Mar 2021,19:00,Indiana Pacers,Detroit Pistons,116,111,-312,+254
24 Mar 2021,19:30,Toronto Raptors,Denver Nuggets,135,111,+104,-122
24 Mar 2021,19:30,Milwaukee Bucks,Boston Celtics,121,119,-278,+227
24 Mar 2021,20:00,Orlando Magic,Phoenix Suns,112,111,+357,-455
24 Mar 2021,20:00,Oklahoma City Thunder,Memphis Grizzlies,107,116,+225,-270
24 Mar 2021,20:00,Minnesota Timberwolves,Dallas Mavericks,108,128,+284,-357
24 Mar 2021,20:00,Houston Rockets,Charlotte Hornets,97,122,+147,-172
24 Mar 2021,20:00,Chicago Bulls,Cleveland Cavaliers,94,103,-303,+246
24 Mar 2021,20:30,San Antonio Spurs,Los Angeles Clippers,101,134,+197,-238
24 Mar 2021,22:00,Utah Jazz,Brooklyn Nets,118,88,-1000,+682
24 Mar 2021,22:00,Sacramento Kings,Atlanta Hawks,110,108,+125,-147
25 Mar 2021,19:30,New York Knicks,Washington Wizards,106,102,-143,+123
25 Mar 2021,19:30,Miami Heat,Portland Trail Blazers,122,125,+119,-141
25 Mar 2021,20:30,San Antonio Spurs,Los Angeles Clippers,85,98,+100,-118
25 Mar 2021,22:00,Sacramento Kings,Golden State Warriors,141,119,-182,+156
25 Mar 2021,22:00,Los Angeles Lakers,Philadelphia 76ers,101,109,+198,-238
26 Mar 2021,19:00,Detroit Pistons,Brooklyn Nets,111,113,+224,-270
26 Mar 2021,19:30,Toronto Raptors,Phoenix Suns,100,104,+136,-159
26 Mar 2021,19:30,Milwaukee Bucks,Boston Celtics,114,122,-227,+190
26 Mar 2021,20:00,Orlando Magic,Portland Trail Blazers,105,112,+384,-500
26 Mar 2021,20:00,New Orleans Pelicans,Denver Nuggets,108,113,+120,-141
26 Mar 2021,20:00,Minnesota Timberwolves,Houston Rockets,107,101,-175,+150
26 Mar 2021,20:00,Charlotte Hornets,Miami Heat,110,105,+106,-123
26 Mar 2021,20:30,Dallas Mavericks,Indiana Pacers,94,109,+104,-120
26 Mar 2021,21:00,Utah Jazz,Memphis Grizzlies,117,114,-556,+429
26 Mar 2021,22:00,Golden State Warriors,Atlanta Hawks,108,124,+223,-270
26 Mar 2021,22:30,Los Angeles Lakers,Cleveland Cavaliers,100,86,-179,+154
27 Mar 2021,20:00,Washington Wizards,Detroit Pistons,106,92,-217,+184
27 Mar 2021,20:00,Minnesota Timberwolves,Houston Rockets,107,129,-185,+158
27 Mar 2021,20:00,Milwaukee Bucks,New York Knicks,96,102,+114,-135
27 Mar 2021,20:30,San Antonio Spurs,Chicago Bulls,120,104,-118,+100
27 Mar 2021,21:00,Utah Jazz,Memphis Grizzlies,126,110,-435,+334
27 Mar 2021,21:00,Oklahoma City Thunder,Boston Celtics,94,111,+216,-263
27 Mar 2021,21:00,New Orleans Pelicans,Dallas Mavericks,112,103,-217,+181
27 Mar 2021,22:00,Sacramento Kings,Cleveland Cavaliers,100,98,-400,+316
27 Mar 2021,22:00,Los Angeles Clippers,Philadelphia 76ers,122,112,-208,+175
28 Mar 2021,13:00,Charlotte Hornets,Phoenix Suns,97,101,+210,-250
28 Mar 2021,19:00,Toronto Raptors,Portland Trail Blazers,117,122,+118,-137
28 Mar 2021,21:00,Denver Nuggets,Atlanta Hawks,126,102,-196,+168
28 Mar 2021,22:00,Los Angeles Lakers,Orlando Magic,96,93,-286,+237
29 Mar 2021,19:00,Washington Wizards,Indiana Pacers,132,124,+240,-294
29 Mar 2021,19:30,New York Knicks,Miami Heat,88,98,+134,-156
29 Mar 2021,19:30,Brooklyn Nets,Minnesota Timberwolves,112,107,-625,+449
29 Mar 2021,19:30,Boston Celtics,New Orleans Pelicans,109,115,-145,+123
29 Mar 2021,20:00,Oklahoma City Thunder,Dallas Mavericks,106,127,+514,-714
29 Mar 2021,20:00,Houston Rockets,Memphis Grizzlies,110,120,+284,-345
29 Mar 2021,20:00,Detroit Pistons,Toronto Raptors,118,104,+179,-213
29 Mar 2021,20:30,San Antonio Spurs,Sacramento Kings,115,132,-135,+116
29 Mar 2021,21:00,Utah Jazz,Cleveland Cavaliers,114,75,-2000,+1079
29 Mar 2021,22:00,Los Angeles Clippers,Milwaukee Bucks,129,105,-103,-112
29 Mar 2021,22:00,Golden State Warriors,Chicago Bulls,116,102,-122,+104
30 Mar 2021,19:00,Washington Wizards,Charlotte Hornets,104,114,+159,-185
30 Mar 2021,21:00,Denver Nuggets,Philadelphia 76ers,104,95,-213,+179
30 Mar 2021,22:00,Phoenix Suns,Atlanta Hawks,117,110,-233,+192
30 Mar 2021,22:00,Los Angeles Clippers,Orlando Magic,96,103,-714,+508
31 Mar 2021,19:00,Indiana Pacers,Miami Heat,87,92,+100,-119
31 Mar 2021,19:00,Detroit Pistons,Portland Trail Blazers,101,124,+268,-333
31 Mar 2021,19:30,Brooklyn Nets,Houston Rockets,120,108,-1000,+671
31 Mar 2021,19:30,Boston Celtics,Dallas Mavericks,108,113,-112,-105
31 Mar 2021,20:00,Oklahoma City Thunder,Toronto Raptors,113,103,+252,-312
31 Mar 2021,20:00,Minnesota Timberwolves,New York Knicks,102,101,+127,-149
31 Mar 2021,20:00,Memphis Grizzlies,Utah Jazz,107,111,+195,-233
31 Mar 2021,20:30,San Antonio Spurs,Sacramento Kings,120,106,-141,+121
31 Mar 2021,22:00,Phoenix Suns,Chicago Bulls,121,116,-357,+286
31 Mar 2021,22:00,Los Angeles Lakers,Milwaukee Bucks,97,112,+287,-357
01 Apr 2021,19:00,Detroit Pistons,Washington Wizards,120,91,-106,-111
01 Apr 2021,19:00,Cleveland Cavaliers,Philadelphia 76ers,94,114,+376,-500
01 Apr 2021,19:30,Brooklyn Nets,Charlotte Hornets,111,89,-143,+122
01 Apr 2021,20:00,New Orleans Pelicans,Orlando Magic,110,115,-208,+175
01 Apr 2021,20:00,Miami Heat,Golden State Warriors,116,109,-145,+124
01 Apr 2021,20:30,San Antonio Spurs,Atlanta Hawks,129,134,-114,-103
01 Apr 2021,22:00,Los Angeles Clippers,Denver Nuggets,94,101,-122,+106
02 Apr 2021,19:00,Toronto Raptors,Golden State Warriors,130,77,-213,+179
02 Apr 2021,19:30,New York Knicks,Dallas Mavericks,86,99,+172,-200
02 Apr 2021,19:30,Boston Celtics,Houston Rockets,118,102,-833,+565
02 Apr 2021,20:00,Memphis Grizzlies,Minnesota Timberwolves,120,108,-278,+227
02 Apr 2021,20:00,Indiana Pacers,Charlotte Hornets,97,114,-204,+173
02 Apr 2021,21:00,Utah Jazz,Chicago Bulls,113,106,-667,+486
02 Apr 2021,21:00,New Orleans Pelicans,Atlanta Hawks,103,126,+102,-120
02 Apr 2021,22:00,Sacramento Kings,Los Angeles Lakers,94,115,-189,+159
02 Apr 2021,22:00,Portland Trail Blazers,Milwaukee Bucks,109,127,+127,-149
02 Apr 2021,22:00,Phoenix Suns,Oklahoma City Thunder,140,103,-1429,+799
03 Apr 2021,19:00,Washington Wizards,Dallas Mavericks,87,109,+195,-233
03 Apr 2021,20:00,Philadelphia 76ers,Minnesota Timberwolves,122,113,-1111,+714
03 Apr 2021,20:00,Miami Heat,Cleveland Cavaliers,115,101,-909,+602
03 Apr 2021,20:00,Detroit Pistons,New York Knicks,81,125,+117,-137
03 Apr 2021,21:00,Utah Jazz,Orlando Magic,137,91,-1667,+894
03 Apr 2021,21:00,San Antonio Spurs,Indiana Pacers,133,139,-278,+229
03 Apr 2021,22:00,Sacramento Kings,Milwaukee Bucks,128,129,+129,-149
03 Apr 2021,22:00,Portland Trail Blazers,Oklahoma City Thunder,133,85,-909,+611
04 Apr 2021,14:00,Chicago Bulls,Brooklyn Nets,115,107,+117,-135
04 Apr 2021,15:30,Los Angeles Clippers,Los Angeles Lakers,104,86,-625,+453
04 Apr 2021,18:00,Boston Celtics,Charlotte Hornets,116,86,-476,+362
04 Apr 2021,19:00,Philadelphia 76ers,Memphis Grizzlies,100,116,-164,+139
04 Apr 2021,19:30,Atlanta Hawks,Golden State Warriors,117,111,-119,+102
04 Apr 2021,20:00,Houston Rockets,New Orleans Pelicans,115,122,+122,-143
04 Apr 2021,22:00,Denver Nuggets,Orlando Magic,119,109,-2500,+1206
05 Apr 2021,19:00,Toronto Raptors,Washington Wizards,103,101,-217,+181
05 Apr 2021,19:00,San Antonio Spurs,Cleveland Cavaliers,101,125,-345,+281
05 Apr 2021,19:00,Oklahoma City Thunder,Detroit Pistons,108,132,+125,-147
05 Apr 2021,19:00,Minnesota Timberwolves,Sacramento Kings,116,106,+139,-161
05 Apr 2021,19:00,Dallas Mavericks,Utah Jazz,111,103,+189,-222
05 Apr 2021,19:00,Brooklyn Nets,New York Knicks,114,112,-250,+209
05 Apr 2021,20:00,Houston Rockets,Phoenix Suns,130,133,+725,-1250
06 Apr 2021,19:00,Indiana Pacers,Chicago Bulls,97,113,+108,-127
06 Apr 2021,19:30,Toronto Raptors,Los Angeles Lakers,101,110,+100,-119
06 Apr 2021,19:30,Boston Celtics,Philadelphia 76ers,96,106,-105,-111
06 Apr 2021,19:30,Atlanta Hawks,New Orleans Pelicans,123,107,-161,+140
06 Apr 2021,20:00,Miami Heat,Memphis Grizzlies,112,124,-250,+204
06 Apr 2021,21:00,Denver Nuggets,Detroit Pistons,134,119,-833,+553
06 Apr 2021,22:00,Los Angeles Clippers,Portland Trail Blazers,133,116,-250,+206
06 Apr 2021,22:00,Golden State Warriors,Milwaukee Bucks,122,121,+124,-145
07 Apr 2021,19:00,Orlando Magic,Washington Wizards,116,131,+167,-196
07 Apr 2021,19:00,Indiana Pacers,Minnesota Timberwolves,141,137,+104,-123
07 Apr 2021,19:30,Brooklyn Nets,New Orleans Pelicans,139,111,-385,+309
07 Apr 2021,19:30,Boston Celtics,New York Knicks,101,99,-156,+135
07 Apr 2021,20:00,Oklahoma City Thunder,Charlotte Hornets,102,113,+183,-217
07 Apr 2021,20:00,Houston Rockets,Dallas Mavericks,102,93,+417,-556
07 Apr 2021,20:00,Atlanta Hawks,Memphis Grizzlies,113,131,+104,-122
07 Apr 2021,21:00,Denver Nuggets,San Antonio Spurs,106,96,-204,+174
07 Apr 2021,22:00,Phoenix Suns,Utah Jazz,117,113,+120,-141
08 Apr 2021,19:30,Toronto Raptors,Chicago Bulls,113,122,+156,-185
08 Apr 2021,19:30,Miami Heat,Los Angeles Lakers,110,104,-455,+353
08 Apr 2021,20:00,Oklahoma City Thunder,Cleveland Cavaliers,102,129,+149,-175
08 Apr 2021,21:00,Dallas Mavericks,Milwaukee Bucks,116,101,-143,+122
08 Apr 2021,22:00,Utah Jazz,Portland Trail Blazers,122,103,-222,+185
08 Apr 2021,22:00,Sacramento Kings,Detroit Pistons,101,113,-323,+258
08 Apr 2021,22:00,Los Angeles Clippers,Phoenix Suns,113,103,-227,+191
09 Apr 2021,19:00,Orlando Magic,Indiana Pacers,106,111,+208,-250
09 Apr 2021,19:30,New York Knicks,Memphis Grizzlies,133,129,+104,-122
09 Apr 2021,19:30,Boston Celtics,Minnesota Timberwolves,145,136,-400,+315
09 Apr 2021,20:00,New Orleans Pelicans,Philadelphia 76ers,101,94,+184,-222
09 Apr 2021,20:00,Atlanta Hawks,Chicago Bulls,120,108,-143,+123
09 Apr 2021,21:00,Milwaukee Bucks,Charlotte Hornets,119,127,+127,-149
09 Apr 2021,21:00,Denver Nuggets,San Antonio Spurs,121,119,-270,+227
09 Apr 2021,22:00,Los Angeles Clippers,Houston Rockets,126,109,-667,+493
09 Apr 2021,22:00,Golden State Warriors,Washington Wizards,107,110,-185,+160
10 Apr 2021,19:30,Cleveland Cavaliers,Toronto Raptors,115,135,-152,+129
10 Apr 2021,20:30,Brooklyn Nets,Los Angeles Lakers,101,126,-769,+539
10 Apr 2021,21:00,Utah Jazz,Sacramento Kings,128,112,-769,+535
10 Apr 2021,21:00,Oklahoma City Thunder,Philadelphia 76ers,93,117,+423,-556
10 Apr 2021,22:00,Portland Trail Blazers,Detroit Pistons,118,103,-769,+525
10 Apr 2021,22:00,Phoenix Suns,Washington Wizards,134,106,-1111,+730
10 Apr 2021,22:00,Golden State Warriors,Houston Rockets,125,109,-303,+245
11 Apr 2021,13:00,Charlotte Hornets,Atlanta Hawks,101,105,-139,+119
11 Apr 2021,15:00,Denver Nuggets,Boston Celtics,87,105,-161,+140
11 Apr 2021,19:00,Orlando Magic,Milwaukee Bucks,87,124,+321,-400
11 Apr 2021,19:00,Cleveland Cavaliers,New Orleans Pelicans,109,116,+348,-435
11 Apr 2021,20:00,New York Knicks,Toronto Raptors,102,96,-154,+133
11 Apr 2021,20:00,Minnesota Timberwolves,Chicago Bulls,121,117,+144,-167
11 Apr 2021,20:00,Memphis Grizzlies,Indiana Pacers,125,132,-167,+143
11 Apr 2021,20:00,Dallas Mavericks,San Antonio Spurs,117,119,-250,+210
11 Apr 2021,22:00,Portland Trail Blazers,Miami Heat,98,107,-110,-106
11 Apr 2021,22:00,Los Angeles Clippers,Detroit Pistons,131,124,-1000,+640
12 Apr 2021,19:30,New York Knicks,Los Angeles Lakers,111,96,-114,-104
12 Apr 2021,19:30,Dallas Mavericks,Philadelphia 76ers,95,113,+142,-164
12 Apr 2021,20:00,Orlando Magic,San Antonio Spurs,97,120,+224,-270
12 Apr 2021,21:00,Utah Jazz,Washington Wizards,121,125,-667,+463
12 Apr 2021,21:00,New Orleans Pelicans,Sacramento Kings,117,110,-132,+112
12 Apr 2021,21:00,Memphis Grizzlies,Chicago Bulls,101,90,-130,+112
12 Apr 2021,22:00,Phoenix Suns,Houston Rockets,126,120,-909,+588
12 Apr 2021,22:00,Golden State Warriors,Denver Nuggets,116,107,+174,-204
13 Apr 2021,16:00,Minnesota Timberwolves,Brooklyn Nets,97,127,+249,-294
13 Apr 2021,19:30,Toronto Raptors,Atlanta Hawks,103,108,-119,+102
13 Apr 2021,19:30,Indiana Pacers,Los Angeles Clippers,115,126,+134,-156
13 Apr 2021,20:00,Charlotte Hornets,Los Angeles Lakers,93,101,+100,-118
13 Apr 2021,21:00,Utah Jazz,Oklahoma City Thunder,106,96,-2000,+1040
13 Apr 2021,22:00,Portland Trail Blazers,Boston Celtics,115,116,-115,-102
13 Apr 2021,22:00,Phoenix Suns,Miami Heat,106,86,-167,+143
14 Apr 2021,16:30,Minnesota Timberwolves,Milwaukee Bucks,105,130,+409,-526
14 Apr 2021,19:00,Philadelphia 76ers,Brooklyn Nets,123,117,-400,+318
14 Apr 2021,19:00,Charlotte Hornets,Cleveland Cavaliers,90,103,-152,+129
14 Apr 2021,19:30,Toronto Raptors,San Antonio Spurs,117,112,+185,-222
14 Apr 2021,20:00,New Orleans Pelicans,New York Knicks,106,116,-132,+112
14 Apr 2021,20:00,Detroit Pistons,Los Angeles Clippers,98,100,+106,-123
14 Apr 2021,20:00,Chicago Bulls,Orlando Magic,106,115,-500,+380
14 Apr 2021,21:00,Oklahoma City Thunder,Golden State Warriors,109,147,+619,-909
14 Apr 2021,21:00,Houston Rockets,Indiana Pacers,124,132,+141,-164
14 Apr 2021,21:30,Memphis Grizzlies,Dallas Mavericks,113,114,+129,-152
14 Apr 2021,22:00,Sacramento Kings,Washington Wizards,111,123,+108,-128
14 Apr 2021,22:00,Denver Nuggets,Miami Heat,123,106,-200,+170
15 Apr 2021,19:30,Atlanta Hawks,Milwaukee Bucks,109,120,+154,-179
15 Apr 2021,20:00,Cleveland Cavaliers,Golden State Warriors,101,119,+186,-222
15 Apr 2021,22:00,Phoenix Suns,Sacramento Kings,122,114,-909,+625
15 Apr 2021,22:00,Los Angeles Lakers,Boston Celtics,113,121,+252,-312
16 Apr 2021,15:00,Utah Jazz,Indiana Pacers,119,111,-556,+409
16 Apr 2021,19:00,Washington Wizards,New Orleans Pelicans,117,115,+129,-152
16 Apr 2021,19:00,Philadelphia 76ers,Los Angeles Clippers,106,103,-192,+167
16 Apr 2021,19:00,Detroit Pistons,Oklahoma City Thunder,110,104,-143,+123
16 Apr 2021,19:30,Toronto Raptors,Orlando Magic,113,102,-156,+134
16 Apr 2021,19:30,Brooklyn Nets,Charlotte Hornets,130,115,-833,+572
16 Apr 2021,20:00,Minnesota Timberwolves,Miami Heat,119,111,+220,-263
16 Apr 2021,20:00,Houston Rockets,Denver Nuggets,99,128,+323,-417
16 Apr 2021,20:00,Chicago Bulls,Memphis Grizzlies,115,126,+143,-167
16 Apr 2021,20:30,San Antonio Spurs,Portland Trail Blazers,106,107,-118,+100
16 Apr 2021,21:30,Dallas Mavericks,New York Knicks,109,117,-263,+218
17 Apr 2021,16:30,Los Angeles Lakers,Utah Jazz,127,115,-118,+100
17 Apr 2021,20:00,Washington Wizards,Detroit Pistons,121,100,-189,+160
17 Apr 2021,20:00,Chicago Bulls,Cleveland Cavaliers,106,96,-149,+127
17 Apr 2021,20:30,Boston Celtics,Golden State Warriors,119,114,-147,+125
17 Apr 2021,21:00,Milwaukee Bucks,Memphis Grizzlies,115,128,-385,+301
17 Apr 2021,22:00,Phoenix Suns,San Antonio Spurs,85,111,-833,+562
18 Apr 2021,13:00,New York Knicks,New Orleans Pelicans,122,112,+102,-120
18 Apr 2021,13:00,Atlanta Hawks,Indiana Pacers,129,117,-130,+110
18 Apr 2021,15:30,Miami Heat,Brooklyn Nets,109,107,+173,-204
18 Apr 2021,19:00,Toronto Raptors,Oklahoma City Thunder,112,106,-217,+181
18 Apr 2021,19:00,Orlando Magic,Houston Rockets,110,114,-102,-114
18 Apr 2021,19:00,Charlotte Hornets,Portland Trail Blazers,109,101,+161,-189
18 Apr 2021,19:30,Dallas Mavericks,Sacramento Kings,107,121,-370,+295
18 Apr 2021,22:00,Los Angeles Clippers,Minnesota Timberwolves,124,105,-833,+561
19 Apr 2021,19:00,Detroit Pistons,Cleveland Cavaliers,109,105,+135,-156
19 Apr 2021,19:30,Philadelphia 76ers,Golden State Warriors,96,107,-196,+167
19 Apr 2021,19:30,Boston Celtics,Chicago Bulls,96,102,-189,+163
19 Apr 2021,20:00,Washington Wizards,Oklahoma City Thunder,119,107,-909,+594
19 Apr 2021,20:00,Milwaukee Bucks,Phoenix Suns,127,128,-145,+124
19 Apr 2021,20:00,Miami Heat,Houston Rockets,113,91,-200,+169
19 Apr 2021,20:00,Indiana Pacers,San Antonio Spurs,94,109,+139,-164
19 Apr 2021,21:00,Denver Nuggets,Memphis Grizzlies,139,137,-323,+261
19 Apr 2021,22:00,Los Angeles Lakers,Utah Jazz,97,111,+222,-270
20 Apr 2021,19:30,New York Knicks,Charlotte Hornets,109,97,-196,+168
20 Apr 2021,19:30,New Orleans Pelicans,Brooklyn Nets,129,134,-145,+125
20 Apr 2021,19:30,Atlanta Hawks,Orlando Magic,112,96,-909,+595
20 Apr 2021,22:00,Sacramento Kings,Minnesota Timberwolves,120,134,-159,+137
20 Apr 2021,22:00,Portland Trail Blazers,Los Angeles Clippers,112,113,+174,-208
21 Apr 2021,19:00,Washington Wizards,Golden State Warriors,118,114,+108,-127
21 Apr 2021,19:00,Toronto Raptors,Brooklyn Nets,114,103,-182,+154
21 Apr 2021,19:00,Philadelphia 76ers,Phoenix Suns,113,116,+124,-145
21 Apr 2021,19:00,Indiana Pacers,Oklahoma City Thunder,122,116,-400,+311
21 Apr 2021,19:00,Cleveland Cavaliers,Chicago Bulls,121,105,+110,-130
21 Apr 2021,20:00,New York Knicks,Atlanta Hawks,137,127,+104,-122
21 Apr 2021,20:00,Houston Rockets,Utah Jazz,89,112,+507,-714
21 Apr 2021,20:30,San Antonio Spurs,Miami Heat,87,107,+104,-122
21 Apr 2021,20:30,Dallas Mavericks,Detroit Pistons,127,117,-667,+470
21 Apr 2021,22:00,Sacramento Kings,Minnesota Timberwolves,128,125,-147,+125
21 Apr 2021,22:00,Portland Trail Blazers,Denver Nuggets,105,106,+108,-127
21 Apr 2021,22:00,Los Angeles Clippers,Memphis Grizzlies,117,105,+158,-185
22 Apr 2021,19:00,Orlando Magic,New Orleans Pelicans,100,135,+400,-526
22 Apr 2021,19:00,Milwaukee Bucks,Philadelphia 76ers,124,117,-270,+222
22 Apr 2021,19:00,Boston Celtics,Phoenix Suns,99,86,+108,-127
22 Apr 2021,20:30,San Antonio Spurs,Detroit Pistons,106,91,-294,+243
22 Apr 2021,21:00,Chicago Bulls,Charlotte Hornets,108,91,-115,-102
22 Apr 2021,21:30,Dallas Mavericks,Los Angeles Lakers,115,110,-156,+135
23 Apr 2021,19:30,Brooklyn Nets,Boston Celtics,109,104,-161,+138
23 Apr 2021,19:30,Atlanta Hawks,Miami Heat,118,103,+224,-270
23 Apr 2021,20:00,Oklahoma City Thunder,Washington Wizards,109,129,+359,-476
23 Apr 2021,20:00,Houston Rockets,Los Angeles Clippers,104,109,+375,-476
23 Apr 2021,20:00,Charlotte Hornets,Cleveland Cavaliers,108,102,-120,+102
23 Apr 2021,22:00,Portland Trail Blazers,Memphis Grizzlies,128,130,-182,+154
23 Apr 2021,22:00,Golden State Warriors,Denver Nuggets,118,97,+118,-137
24 Apr 2021,13:00,New York Knicks,Toronto Raptors,120,103,-105,-112
24 Apr 2021,15:30,Milwaukee Bucks,Philadelphia 76ers,132,94,-400,+317
24 Apr 2021,19:00,Indiana Pacers,Detroit Pistons,115,109,-182,+156
24 Apr 2021,20:00,New Orleans Pelicans,San Antonio Spurs,108,110,-152,+129
24 Apr 2021,20:00,Miami Heat,Chicago Bulls,106,101,-192,+165
24 Apr 2021,20:30,Dallas Mavericks,Los Angeles Lakers,108,93,-128,+110
24 Apr 2021,21:00,Utah Jazz,Minnesota Timberwolves,96,101,-909,+591
24 Apr 2021,22:00,Denver Nuggets,Houston Rockets,129,116,-1429,+819
25 Apr 2021,13:00,Charlotte Hornets,Boston Celtics,125,104,+279,-345
25 Apr 2021,15:30,Brooklyn Nets,Phoenix Suns,128,119,-116,-102
25 Apr 2021,16:00,Portland Trail Blazers,Memphis Grizzlies,113,120,-161,+138
25 Apr 2021,19:00,Washington Wizards,Cleveland Cavaliers,119,110,-294,+241
25 Apr 2021,19:30,Atlanta Hawks,Milwaukee Bucks,111,104,+187,-222
25 Apr 2021,20:00,Orlando Magic,Indiana Pacers,112,131,+193,-233
25 Apr 2021,22:00,Golden State Warriors,Sacramento Kings,117,113,-323,+265
26 Apr 2021,19:00,Washington Wizards,San Antonio Spurs,143,146,+114,-133
26 Apr 2021,19:00,Philadelphia 76ers,Oklahoma City Thunder,121,90,-1667,+961
26 Apr 2021,19:00,Orlando Magic,Los Angeles Lakers,103,114,+527,-769
26 Apr 2021,19:00,Detroit Pistons,Atlanta Hawks,100,86,+148,-172
26 Apr 2021,19:30,Toronto Raptors,Cleveland Cavaliers,112,96,-769,+531
26 Apr 2021,19:30,New York Knicks,Phoenix Suns,110,118,+121,-141
26 Apr 2021,20:00,New Orleans Pelicans,Los Angeles Clippers,120,103,+112,-132
26 Apr 2021,20:00,Minnesota Timberwolves,Utah Jazz,105,104,+400,-526
26 Apr 2021,20:00,Miami Heat,Chicago Bulls,102,110,-227,+192
26 Apr 2021,21:00,Denver Nuggets,Memphis Grizzlies,120,96,-167,+144
26 Apr 2021,22:00,Sacramento Kings,Dallas Mavericks,113,106,+215,-256
27 Apr 2021,19:00,Indiana Pacers,Portland Trail Blazers,112,133,+189,-227
27 Apr 2021,19:00,Charlotte Hornets,Milwaukee Bucks,104,114,+338,-435
27 Apr 2021,19:00,Boston Celtics,Oklahoma City Thunder,115,119,-769,+519
27 Apr 2021,19:30,Toronto Raptors,Brooklyn Nets,103,116,+167,-196
27 Apr 2021,21:00,Houston Rockets,Minnesota Timberwolves,107,114,+116,-135
27 Apr 2021,21:30,Golden State Warriors,Dallas Mavericks,103,133,-169,+144
28 Apr 2021,19:00,Philadelphia 76ers,Atlanta Hawks,127,83,-500,+388
28 Apr 2021,19:00,Cleveland Cavaliers,Orlando Magic,104,109,-167,+143
28 Apr 2021,19:30,Washington Wizards,Los Angeles Lakers,116,107,-104,-112
28 Apr 2021,19:30,New York Knicks,Chicago Bulls,113,94,-172,+149
28 Apr 2021,19:30,Boston Celtics,Charlotte Hornets,120,111,-250,+208
28 Apr 2021,20:00,Miami Heat,San Antonio Spurs,116,111,-196,+165
28 Apr 2021,21:00,Memphis Grizzlies,Portland Trail Blazers,109,130,-122,+104
28 Apr 2021,21:00,Denver Nuggets,New Orleans Pelicans,114,112,-167,+144
28 Apr 2021,22:00,Sacramento Kings,Utah Jazz,105,154,+322,-417
28 Apr 2021,22:00,Phoenix Suns,Los Angeles Clippers,109,101,-185,+158
29 Apr 2021,19:00,Indiana Pacers,Brooklyn Nets,113,130,+179,-213
29 Apr 2021,19:00,Detroit Pistons,Dallas Mavericks,105,115,+261,-323
29 Apr 2021,20:00,Minnesota Timberwolves,Golden State Warriors,126,114,+154,-182
29 Apr 2021,20:00,Houston Rockets,Milwaukee Bucks,143,136,+752,-1250
29 Apr 2021,21:00,Oklahoma City Thunder,New Orleans Pelicans,95,109,+351,-455
29 Apr 2021,21:00,Denver Nuggets,Toronto Raptors,121,111,-192,+165
30 Apr 2021,19:00,Philadelphia 76ers,Atlanta Hawks,126,104,-312,+249
30 Apr 2021,19:30,Cleveland Cavaliers,Washington Wizards,93,122,+217,-263
30 Apr 2021,19:30,Boston Celtics,San Antonio Spurs,143,140,-196,+168
30 Apr 2021,20:00,Memphis Grizzlies,Orlando Magic,92,75,-1000,+649
30 Apr 2021,20:00,Brooklyn Nets,Portland Trail Blazers,109,128,+129,-152
30 Apr 2021,21:00,Chicago Bulls,Milwaukee Bucks,98,108,+106,-125
30 Apr 2021,22:00,Phoenix Suns,Utah Jazz,121,100,-167,+143
30 Apr 2021,22:30,Los Angeles Lakers,Sacramento Kings,106,110,-714,+505
01 May 2021,19:00,Charlotte Hornets,Detroit Pistons,107,94,-345,+275
01 May 2021,19:30,Houston Rockets,Golden State Warriors,87,113,+315,-400
01 May 2021,20:00,Orlando Magic,Memphis Grizzlies,112,111,+545,-769
01 May 2021,20:00,Oklahoma City Thunder,Indiana Pacers,95,152,+279,-345
01 May 2021,20:00,Minnesota Timberwolves,New Orleans Pelicans,136,140,+140,-164
01 May 2021,20:00,Cleveland Cavaliers,Miami Heat,107,124,+524,-769
01 May 2021,20:00,Atlanta Hawks,Chicago Bulls,108,97,-385,+301
01 May 2021,21:00,Dallas Mavericks,Washington Wizards,125,124,-189,+163
01 May 2021,22:00,Utah Jazz,Toronto Raptors,106,102,-278,+225
01 May 2021,22:00,Los Angeles Clippers,Denver Nuggets,104,110,-217,+184
02 May 2021,15:30,Milwaukee Bucks,Brooklyn Nets,117,114,-137,+117
02 May 2021,19:30,Boston Celtics,Portland Trail Blazers,119,129,-103,-114
02 May 2021,20:00,San Antonio Spurs,Philadelphia 76ers,111,113,+418,-556
